 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
ACN,Date,Local Time Of Day,Locale Reference,State Reference,Relative Position.Angle.Radial,Relative Position.Distance.Nautical Miles,Altitude.AGL.Single Value,Altitude.MSL.Single Value,Latitude / Longitude (UAS),Flight Conditions,Weather Elements / Visibility,Work Environment Factor,Light,Ceiling,RVR.Single Value,ATC / Advisory,Aircraft Operator,Make Model Name,Aircraft Zone,Crew Size,Operating Under FAR Part,Flight Plan,Mission,Nav In Use,Flight Phase,Route In Use,Airspace,Maintenance Status.Maintenance Deferred,Maintenance Status.Records Complete,Maintenance Status.Released For Service,Maintenance Status.Required / Correct Doc On Board,Maintenance Status.Maintenance Type,Maintenance Status.Maintenance Items Involved,Cabin Lighting,Number Of Seats.Number,Passengers On Board.Number,Crew Size Flight Attendant.Number Of Crew,Airspace Authorization Provider (UAS),Operating Under Waivers / Exemptions / Authorizations (UAS),Waivers / Exemptions / Authorizations (UAS),Airworthiness Certification (UAS),Weight Category (UAS),Configuration (UAS),Flight Operated As (UAS),Flight Operated with Visual Observer (UAS),Control Mode (UAS),Flying In / Near / Over (UAS),Passenger Capable (UAS),Type (UAS),Number of UAS Being Controlled (UAS),Aircraft Component,Manufacturer,Aircraft Reference,Problem,ATC / Advisory,Aircraft Operator,Make Model Name,Aircraft Zone,Crew Size,Operating Under FAR Part,Flight Plan,Mission,Nav In Use,Flight Phase,Route In Use,Airspace,Maintenance Status.Maintenance Deferred,Maintenance Status.Records Complete,Maintenance Status.Released For Service,Maintenance Status.Required / Correct Doc On Board,Maintenance Status.Maintenance Type,Maintenance Status.Maintenance Items Involved,Cabin Lighting,Number Of Seats.Number,Passengers On Board.Number,Crew Size Flight Attendant.Number Of Crew,Airspace Authorization Provider (UAS),Operating Under Waivers / Exemptions / Authorizations (UAS),Waivers / Exemptions / Authorizations (UAS),Airworthiness Certification (UAS),Weight Category (UAS),Configuration (UAS),Flight Operated As (UAS),Flight Operated with Visual Observer (UAS),Control Mode (UAS),Flying In / Near / Over (UAS),Passenger Capable (UAS),Type (UAS),Number of UAS Being Controlled (UAS),Location Of Person,Location In Aircraft,Reporter Organization,Function,Qualification,Experience,Cabin Activity,Human Factors,Communication Breakdown,UAS Communication Breakdown,ASRS Report Number.Accession Number,Location Of Person,Location In Aircraft,Reporter Organization,Function,Qualification,Experience,Cabin Activity,Human Factors,Communication Breakdown,UAS Communication Breakdown,ASRS Report Number.Accession Number,Anomaly,Miss Distance,Were Passengers Involved In Event,Detector,When Detected,Result,Contributing Factors / Situations,Primary Problem,Narrative,Callback,Narrative,Callback,Synopsis,

1781456,202101,1201-1800,IND.Airport,IN,,,1300,,,VMC,,,,,,TRACON IND; Tower IND,Air Carrier,Commercial Fixed Wing,,2,Part 121,,Passenger,,Initial Approach,,Class C IND; Class E ZID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,Workload; Situational Awareness,,,1781456,,,,,,,,,,,,Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach; Inflight Event / Encounter CFTT / CFIT,,,Person Flight Crew,In-flight,General None Reported / Taken,Human Factors,Human Factors,"Better monitor FO actions. Increase awareness of calculating descent points using distance from the runway to approximate a 3 degree descent path to the runway in order to avoid unnecessary and lengthy low level segments.  Flying at 3;000 feet about 15 miles WSW of IND direct to BIGRD on the RNAV Y 5R. Approach asked if we had the field in sight; we responded that we did; and then we were given a left turn pretty much direct to HUUPS; which is the final approach fix on the RNAV Y 5R; and cleared for the visual approach. Tower then handed us off to Tower. During this time while I was switching to Tower I became task saturated with my PM flying duties from the frequency change; getting a landing clearance; and the FO requesting flap configuration changes. After we were cleared to land I noticed we were just about to level off at 2;100 feet. Well below a 3 degree descent path given our current position to the runway. I had not noticed the FO had set 2;100 feet; which is the altitude at HUUPS; and started a descent as soon as we were cleared for the approach. We leveled off at 2;100 feet and continued for some time before reaching HUUPS and continuing the descent for the runway. We were level at approximately 1;300' feet AGL for a while before descending for landing. I don't think this was technically illegal or in violation of an FAR; as we were cleared for the visual and in the process of making a descent for landing; but I do feel it's not a good technique to simply set the FAF altitude; dive and drive to that altitude; level off for several miles; then continue descent once over the FAF. We were not on a published portion of an approach; and well below a 3 degree descent path to the runway. This wasn't an issue for this particular approach; but it could become an issue at night in mountainous terrain or if there are obstacles in the area.",,,,"Air carrier Captain reported getting too low while on a visual approach to IND airport.",
1781714,202101,0001-0600,ZZZZ.Tower,FO,,,500,,,,,,,,,Tower ZZZZ,,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Communication Breakdown; Distraction; Situational Awareness; Workload,Party1 Flight Crew; Party2 ATC,,1781714,,,,,,,,,,,,ATC Issue All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Ground Equipment Issue; Inflight Event / Encounter Unstabilized Approach,,,Person Flight Crew,In-flight,General None Reported / Taken,Environment - Non Weather Related; Human Factors,Human Factors,"Inbound to ZZZZ on ZZZZZ Star.  Taken off STAR early and cleared direct to ZZZZ1 VOR.  We were instantly 1;800 feet above the path.  Proactively used speed brakes and planned to slow and extend flaps when below 20;000 feet; but were then told to keep speed at 250 KTS.  Lowered landing gear shortly after passing ZZZZ1 to get back on profile.  Was able to regain the VNAV path just prior to ZZZZZ1 and at Vref +10 per procedure.  Flaps were at 25. Frequency was very busy and sky hazy. Very late hand off to Tower.  Localizer did not correctly ID until just prior to FAF.  FO was very busy with frequency changes; configuration changes and checklist.  Tower did not clear us to land; but instructed us to continue as an aircraft was in position on our Runway; XXR. Another aircraft was holding short of XXR waiting to cross.  At 1;000 feet I was at approach speed and called 'stable;' but was distracted by no landing clearance and aircraft on runway.  Aircraft in position was cleared for immediate takeoff; we were cleared to land; and other aircraft was given clearance to cross XXR.  Departing aircraft was slow to accelerate.  Passing 500 feet FO made 'stable' call.  Shortly after we received an aural alert indicating we did not have landing flaps selected.  Flaps indicator showed flaps at 25 degrees verses the planned and briefed of 30 degrees.  I realized I had not asked for flaps 30 and was now below 400 feet. Elected not to make a configuration change to 30 degrees below 1;000 feet per procedure.  Hesitant to go-around per procedure because I wasn't sure if the crossing aircraft had not just departed the inboard parallel Runway XXL; and the late departing XXR aircraft had just rotated.  With the very hazy sky I was concerned about a conflict and /or overtaking the other aircraft during the go-around to increase speed to Vref+10 and land with flaps 25. Landing and rollout were normal.Despite adequate and recent experience into ZZZZ; these particular controllers were hard to understand.  FO had to ask for clarification a few times in the last 1;500 feet FAF. FO had just returned from 7 months of leave; was called out on reserve; and had only flown once earlier; and 4 times in the last 7 months.  I briefed the arrival and approach thoroughly and early; but it was a Max effort with the direct clearance.  I believe he got distracted from completing the checklist when the localizer did not ID until just before the FAF.  I was distracted from not calling for final flaps with the aircraft on the runway and the hazy conditions; and the late localizer ID.Add to the note of being at Vref +10 by the ZZZZZ1 fix; to be at final landing flaps. This may have helped me if I had a goal to complete that by the fix.",,,,"Air carrier Captain reported an unstable approach and cited it was difficult to understand the controllers at this foreign location.",
1781737,202101,1201-1800,DEN.Airport,CO,,,400,,,VMC,,,,,,TRACON D01; Tower DEN,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Final Approach,STAR CLASH 3,Class B DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 107.42; Flight Crew Total 4116.63; Flight Crew Type 1991.77,,Communication Breakdown; Time Pressure; Workload,Party1 Flight Crew; Party2 Flight Crew,,1781737,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,Flight Crew Last 90 Days 90.05; Flight Crew Total 800.35; Flight Crew Type 800.35,,Confusion; Communication Breakdown; Time Pressure; Human-Machine Interface; Workload,Party1 Flight Crew; Party2 ATC,,1782234,ATC Issue All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach,,,Automation Aircraft Terrain Warning,In-flight,Flight Crew Executed Go Around / Missed Approach,Chart Or Publication; Procedure; Human Factors,Procedure,"In preparation for our arrival into DEN we briefed for the CLASH 3 RNAV arrival and the ILS to 35R as this was the expected runway from our direction of arrival. We also included in our brief the threat in DEN of runway changes and how we'd handle that especially during the descent phase on the arrival. About 20 NM from the waypoint CLASH on the arrival ATC informed us to expect runway 35L. We then re-set up for that runway and re-briefed. There was still plenty of time for this and there was little time compression. One point of confusion; however; was that the CLASH 3 has a transition for RWY 35R; but doesn't for 35L; which only has a point at which to expect vectors. We spent some time studying the arrival and approach plates to ensure that was the case to make sure we weren't missing something. I asked my F/O to double check as he was the PM and I wanted to concentrate on the descent as the PF. This has always been confusing as some arrivals and approaches have transition points and some don't. There should be some consistency. This was the beginning of some of the time compression which would later result in some workload management issues.Some point after this ATC broke us off of the arrival and instructed us to descend to 9000 feet and gave us a heading. They then assigned us to RWY 35R. We related that we'd just been assigned 35L and they reiterated we were now reassigned to 35R. This resulted in a very rushed set up for 35R as we were now pretty close in to the approach environment. I asked the F/O to set it all up so that I could continue to fly. I quickly dialed in what I thought was the 35R LOC; but it turned out not to be. I could see that he was struggling and tried to help him out. In hindsight; this was a mistake in workload management because I should have let the F/O do all of the set up. I verbalized that we didn't need to re-brief for 35R as we'd already briefed it and so had a plan. Again; in hindsight; I'm not sure this was a correct call; but we literally did not have time to brief at that point.Shortly after this we were cleared the visual approach to 35R.  We were roughly 7 miles from FRONZ and discussed not descending too quickly so as not to bust the floor of the Class B airspace. At about the same time ATC asked us to slow to approach speed for traffic ahead of us for 35R. After slowing we ended up just about 2.5 miles in trail.  At this point we were apprised of traffic for 35L and received a TCAS TA because of the assigned heading we were given to intercept the LOC for 35R. We both saw the traffic and I decided to hand fly from this point on as we had an overshooting crosswind and given our heading there would have been a good chance of an overshoot of the LOC.At FRONZ I asked for gear down and flaps 15. At about this point I noticed that neither the LOC or GS were engaging but I had the runway and the PAPI and decided to continue as we had been cleared for the visual. The FO asked if I'd like him to try and dial in the correct LOC and I said yes if he had the bandwidth to do so. Soon after we passed through 1;000 feet and we both missed the call out as I think he was still trying to dial in the LOC frequency. Also we never accomplished the Landing Checklist as we never got to final flaps. We got to 500 feet and we made those call outs. At around 400 feet AFL we received a Too Low Flaps GPWS warning and my knee jerk reaction was to call for FLAP 30 once I realized we were still at FLAPS 15. I don't know if the FO ever selected them; however. I quickly realize this was the wrong call and called for us to go around and the FO called for it at about the same time. We executed the missed approach with no issues and were vectored expeditiously for a second approach and landing without further incident.The FO is not submitting a report as far as I'm aware as we had no ATC deviations or non-compliance with FARS.",,"This is a report regarding Flight X ZZZ-DEN regarding the changes and ATC clearances we received during our descent and approach to land in DEN.When we reviewed the flight plan in ZZZ we loaded the CLASH3 STAR with runway 35R being our selected landing runway. The flight plan had 17R; but DEN was landing North so that was the only change made to the plan on our part versus what dispatch had planned.Prior to TOD the CA fully reviewed and briefed the STAR and approach that we were expecting. We were fully prepared to execute this plan. Upon checking in with a close in DEN center controller we were advised to expect runway 35L with the EBBLR transition. There was some discussion regarding the EBBLR transition by myself and the CA as we were attempting to figure out if the transition and how the transition linked up with the approach. However; we did this again prior to TOD and were able to be prepared for the new arrival transition and approach. As we descended into Denver; we were handed off to DEN APP. This controller changed our runway back to 35R. We were well into the descent at this point and fairly close to the airport. The CA instructed me to load up the new approach and as I was attempting to do so ATC took us off the arrival for vectors and speed changes. At this point we were South of DEN but still fairly close in. I was still working on getting the FMC setup when ATC vectored us due West and then turned us on to final for 35R. The vector was vey poorly planned by the controller and both the CA and I could see that we were going to blow through the localizer if we allowed the A/P to handle the intercept. The CA disengaged the A/P and made a manual turn to join the localizer. At this point we could both see that the vector had us close in behind another airplane in final. ATC requested that we slow to 160 knots. The CA asked for me to deploy the gear and the flaps to down and 15. Shortly after ATC then requested us to slow to the slowest possible speed. Both the CA and I were closely monitoring the separation between us and the preceding aircraft. At this point I noticed there was a message on the FMC scratchpad that I had not seen before and did not recognize. I don't remember exactly what the message was but it did indicate that there was a conflict between the FMC selected approach and what the VHF radios were tuned to. I was rapidly trying to get the correct frequency on the NAV radios but my JEPP app on the iPad was not responding quickly as I was attempting to zoom in to view the frequency box. At this point we were somewhere around 1;000 feet AGL. The CA announced that he had the runway and the PAPIs in sight and was going to land and just disregard the FMC He was busy attempting to slow and again we were both concerned about the separation between us the preceding aircraft. That was what are focus was on at this point. I cannot recall if either the 1;000 ft or the 500 ft call outs were made. We were both totally task saturated at this time. At some altitude below 500 ft we received a warning message 'too low-flaps'. We both looked at the flap position and realized we were still at flaps 15. The CA called for flaps 30 and I monetarily selected flaps 30 before advocating that we needed to go around. The CA also realized we had to go around at almost the same instant I was stating that we needed to go around. So we executed the go around. We did have the 10;000 ft foot missed approach altitude selected in the MCP so we were climbing to that altitude. However; while just climbing through 7;000 the tower told us to maintain 7;000. I advised tower that we were at 7;200. Tower instructed us to maintain 7;100. We descended back to 7;100 feet and flew runway heading and completed the rest of the go around profile. Tower asked us for the reason for the GA and I replied 'configuration'. They handed us off to approach and we were vectored back around for another ILS to runway 35R. We ensured everything was properly setup and landed without further incident.Some comments about this incident. Both the CA and I had discussed the threat of Denver and how they often make changes to arrivals and approaches during cruise. In fact the CA had been reading in the flight ops newsletter on his iPad about the problems we have been having with arrivals into Denver. We were both fully aware that Denver presented a threat and thought that we had planned and were prepared for our arrival. Had we been cleared as planned per our original plan we would have been fine. Even after the first change to runway 35L we had time to plan and brief. It was only after the final switch back to 35R that we both began to become task saturated with the speed changes; the off route vectors; the FMC programming; the NAV radios; the poor vector to join final; and finally the separation between us and the preceding aircraft and the speed changes made while on final in regards to that aircraft. The amount of items needed to be accomplished while this was occurring in the terminal area was long and complex. We both became so overcome that we must have failed to accomplish the landing checklist; which would have had both of us realizing that we were not in the landing configuration.We made errors along the way; failing to get some of the call outs accomplished; FMC programming; and NAV radio frequency selection among some of the errors. However; many of these errors were driven by the nature of the changes being made by ATC in regards to arrival vectors; speed changes; runway and approach changes among other demands being made by ATC in a very time compressed period while flying within (or near) the terminal area.One more note about the runway changes in Denver. I know Denver and am aware of its threat even on departure. So while we were getting ready to depart and head to ZZZ2 I asked the ramp controller which runway was in use for the ZZZZZ SID. He stated XXR. Yet; when we received our push clearance 15-20 minutes later he told us to expect runway XY. I don't know if he was given bad information by the ATC tower or what happened; but yet again here we are in a high workload situation having to make changes to the FMC and request new TO data.Because of our short turn time in Denver the CA decided to debrief the entire arrival event into Denver while in cruise flying back to ZZZ2. We spent a good 30-40 minutes discussing the flight. Threat and errors were discussed; we used the briefing cards and identified what had occurred on the flight. I am not going to make excuses for the errors that we made; even if they occurred during a task saturated situation. However; a couple of my observations from this event were that we had talked about Denver ATC being a threat. We thought that we had addressed this threat by a good solid brief for the originally planned arrival; even after the change to the 35L arrival; we had time to plan and brief. We were ready; but ATC in Denver threw us some many changes and curve balls that we both were task saturated to the point leading to an undesired aircraft state. Fortunately; both the CA and I followed our training and SOP. safely executed a missed approach; and subsequently landed safely and uneventfully on the next approach.",,"Air carrier flight crew reported a high workload environment on approach into DEN airport; which included several runway changes; confusion over arrival procedures; and an unstable approach resulted in a go-around.",
1782817,202101,1801-2400,ZZZ.TRACON,US,,,,5200,,,,,,,,TRACON ZZZ,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,FMS Or FMC; GPS,Initial Approach,Visual Approach,Class E ZZZ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,Situational Awareness; Confusion,,,1782817,,,,,,,,,,,,ATC Issue All Types; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach,,,Person Flight Crew,In-flight,Flight Crew Became Reoriented,Environment - Non Weather Related; Human Factors; Airport; Airspace Structure,Environment - Non Weather Related,"On Approach into ZZZ [airport] at night on the ZZZZZ arrival requested Runway XX for landing from ZZZ Approach. ZZZ Approach then instructed a 180 heading for the Runway XX. We could see we were getting on descent that was already going to be high to start with and requested a descent from ZZZ Approach. ZZZ let us down to 5;200 feet due to terrain in the area. This was not how we had briefed or planned to enter the visual approach. We had discussed and gone over the pages enroute and decided based on weather and winds and go-around factors that the coded visual to 15 would be the wisest choice. However; we thought that would start from ZZZZZ1. The vector ATC gave us pointed the plane toward the final approach fix for the Coded Visual Approach ZZZZZ2 bypassing the rest of the waypoints on the approach. The FO was flying the approach and used a high rate of descent to get down. Got a descent rate call on the approach but that was also expected due to the 3.2 degree glide slope. At 1;000 feet AGL I was 10 knots fast right at the edge of the stable and decent rate was 1350 ft/min. I thought I had til 500 feet to get stable since it was a visual approach. I should have either gone around; requested Runway Y or maybe executed an S-Turn. The plane landed uneventfully in about 3;500 feet using a Flaps 40 landing.This was my first time flying into ZZZ and the Captain had only flown in there once before in the previous year also has not flown much during the year due to leave. ATC gave us a vector toward the Final Approach Fix on the Coded Visual Approach which was not expected from reading the pages. Also; the Captain and I were under the belief we had until 500 feet to be stable due to the old SOPs. Furthermore; on the descent into ZZZ using the ZZZZZ3 arrival you are on with ZZZ1 Approach and do not get handed off to ZZZ Approach until 6;000 feet so you don't get a runway assignment very far out. Being at night first time into a short field with mountainous terrain was a cause as well.I think on the company pages it would help to paint a better picture if there were notes to not accept a vector to the visual and proceed direct to ZZZZZ for the visual approach to Runway X if that is the runway of choice. If entering on the ZZZZZ3 arrival a note letting the crew know they won't talk to ZZZ Approach til below 10;000 feet. Perhaps at night to not accept a visual approach to Runway X and use the ILS to Runway Z.",,,,"Air carrier First Officer reported an unstable approach and stated they should have executed a go-around.",
1782911,202101,1201-1800,SYCJ.Tower,FO,,,,,,,,,,,,,Air Carrier,Medium Large Transport; Low Wing; 2 Turbojet Eng,,2,Part 121,IFR,Passenger,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Distraction,,,1782911,Aircraft X,,Air Carrier,Captain; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,Distraction; Physiological - Other,,,1782821,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Ground Equipment Issue; Inflight Event / Encounter Unstabilized Approach,,,Person Flight Crew,In-flight,Flight Crew Became Reoriented,Airport; Human Factors,Airport,"After transitioning from an RNAV IMC approach to daytime visual references; stable; on-speed and glide-path; I briefly became distracted by an unexpected appearance of what turned-out to be a paved runway environment prior to the actual threshold. This resulted in a momentary increase in vertical speed outside stable parameters; which was corrected immediately upon verification of the PAPI and touch down zone. Limited lighting equipment in operation; and with that limited intensity of said lighting during daytime. Pavement surface area markings also difficult to discern.  The preceding aircraft made several broadcasts to the controller regarding the lighting availability and intensity. There is limited reference to a displaced threshold nor to any significant extension of such surface area published in either the 10-9 or company pages. Updating this might be considered helpful for pilots to properly frame the runway environment when transitioning from lower-visibility or lower-ceiling conditions.",,"FO was PF. Flight and approach were normal and paced. We followed another aircraft that asked; maybe 3-4 times; if the 'lights were up' (relevant later) but that they saw the airport @ 1000'. 1000' was stable. Of note; I did not make the 500' call due to the proximity to mins but he did (possibly thinking I forgot it?). At 500' he was stable (sink 800 roughly). Minimums were set at 530' MSL (MDA + 50'; 434' AGL). Weather was worse than reported - right at minimums with rain. FO called 'runway in sight' and proceeded to push the nose over. I saw a sink rate on the VSI of approx 1350'. I immediately called it out to his attention which he then corrected; while getting a 'sink rate'. Since he was correcting and now had the (actual; more on that later) runway in sight; we proceeded to land in the touchdown zone. At the gate the review showed 1498' vertical speed(!).The night before this flight I commuted two legs and spent the night in a hotel. On my commute/hotel stay I reviewed several items and the SYCJ airport plates on Jepp FD. I even pulled up the NOTAMs for the airport so as not to be caught off guard. I cannot overstate how much prep work was done with this. No where in any document did I see information about a deconstructed runway threshold extending from R/W 06 @ SYCJ. On the JeppFD pro AMM 10-9 there is a LARGE blob of red; prior to R/W 06; but no mention what it is. There was mention of 'elevated' threshold lights and cables but nothing to indicate that a large runway threshold was prior to the R/W 06 threshold. This is important because what I believe happened is due to approaching minimums; the FO was 'antsy' to see the runway (as we all are); so he began looking outside. In his haste to 'find' the runway; he saw the deconstructed threshold (there were white X's; albeit degraded; from what I remember; as we got closer). Quite frankly; had he not called it; I most likely would have as well. Due to the weather conditions what one could make out was asphalt that looked like a runway; except we looked very high. He then pushed the nose over in an attempt to 'correct' for his perceived inaccurate vertical guidance occurring from this visual illusion which is what precipitated the increased vertical speed. R/W 06 solely has a pair of REILs and a PAPI...not your traditional ICAO lit approach so no threshold lights or a rabbit delineating the runway.The reason for submitting this report is to bring attention to the large displaced runway threshold in front of R/W 06. During visual conditions; this is immaterial; but due to the weather conditions being literally at minimums this can cause an inadvertent flight path correction. Of interest; I have found online some mention that the runway was expanded roughly 975m (3200') to 10;500. From what I can piece together it's possible the runway was expanded and now is being torn up again (or redone). So if true that (what looks like a displaced threshold) is 3000+' long. Again; in visual conditions that is not an issue...but with rain and low CIGs; it can pose a problem.",,"Commercial jet flight crew reported confusing runway over-run markings at Cheddi Jagan International Airport in Guyana.",
1783017,202101,1801-2400,ZZZ.Airport,US,,,0,,,VMC,,,Night,,,Tower ZZZ,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Landing,,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,Workload; Distraction; Situational Awareness; Confusion,,,1783017,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,General None Reported / Taken,Human Factors; Procedure; Company Policy; Environment - Non Weather Related,Ambiguous,"Descending into ZZZ on a visual approach to Runway XXL; but following the guidance of the ILS.  A stable and uneventful approach. Upon landing we had a 6-7 knot tailwind. We landed longer than normal. I wouldn't say that we were outside of the touchdown zone; but it was very close. From my perspective the main wheels touched down prior to the end of the touchdown zone. We had floated a bit and I had to wait for the aircraft to lose that lift and start sinking into the runway before executing my landing flare. Elected not to go around and continue because nothing was unsafe we had a 10;996 foot runway and I elected to use max thrust reversers upon landing to slow us down safely.There was a few contributing factors. The main one being the tailwind on landing. Second was because of less travel due to COVID we sometimes have very light airplanes. Our landing weight was under 36;000 lbs being very light for the aircraft. So the lightweight along with the tailwind wasn't ideal. Lastly; company has recently within the last year or so updated our procedures where we add X knots to our straight in landing speeds regardless of the situation. Not having to add that extra X knots would have helped us carry less momentum into our final approach. We do bleed off the airspeed before touching down; although it's never perfect.The airport should have been landing in the other direction with the wind favoring the other runway; and it would also be more safe because of less terrain that we can't see at night. Also I should have thought about our extra light airplane and possibly requested the other runway. Also; It has been my opinion since it has started that airline go back to the normal landing numbers without adding extra 5 knots. And let the pilots decide when the extra airspeed is necessary depending on environmental factors.",,,,"Air carrier First Officer reported a long landing possibly outside of the landing zone.  Reporter attributed discrepancy to possible company policy of adding speed to straight in landings and the aircraft being light in weight.",
1783284,202101,1201-1800,ZZZ.Tower,US,170,2.5,700,,,VMC,10,,Daylight,0,30000,,Personal,M-20 R Ovation,,1,Part 91,IFR,Personal,,Final Approach,Visual Approach,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 35; Flight Crew Total 5600; Flight Crew Type 2300,,Situational Awareness,,,1783284,,,,,,,,,,,,Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence; Inflight Event / Encounter CFTT / CFIT; Inflight Event / Encounter Unstabilized Approach,,N,Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert,Human Factors,Human Factors,"Was on final with a very strong quartering headwind. Wanted to land under power due to strong crosswind. Maintaining 700 feet till 1 mile out was plan and Tower gave me an altitude alert. Said it went off as [I] was at 600 feet 2 1/2 miles out. I should have stayed at 200-300 feet higher till a bit closer. Was on final with a very strong quartering headwind. Wanted to land under power due to strong crosswind. Maintaining 700 feet till 1 mile out was plan and Tower gave me an altitude alert. Said it went off as [I] was at 600 feet 2 1/2 miles out. I should have stayed at 200-300 feet higher till a bit closer.",,,,"M-20 R pilot reported ATC issued an altitude alert during initial approach.",
