 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1789632,202102,1201-1800,ZZZ.Airport,US,,,100,,,VMC,10,,Daylight,,,CTAF ZZZ,Personal,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,,Part 91,IFR,Personal,,Final Approach,,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTAF ZZZ,,Small Transport; Low Wing; 2 Turboprop Eng,,,,VFR,,,Takeoff / Launch,,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private; Flight Crew Instrument,Flight Crew Last 90 Days 55; Flight Crew Total 675,,Situational Awareness; Communication Breakdown,Party1 Flight Crew; Party2 Flight Crew,,1789632,,,,,,,,,,,,Conflict Ground Conflict; Critical; Deviation / Discrepancy - Procedural Published Material / Policy,Horizontal 150; Vertical 150,,Person Flight Crew,In-flight,Flight Crew Executed Go Around / Missed Approach; Flight Crew Took Evasive Action,Human Factors; Procedure; Airport,Human Factors,"On IFR flight plan I was cleared for an RNAV Approach. I was monitoring the CTAF while still with ATC.  There was someone ahead of me on the RNAV Approach; so I was second to land.  With the airport in sight; I canceled IFR and changed frequency; kept transponder number.  Another plane announced it would enter downwind and land after me.  Another plane announced in area and would be number four.  With each new plane arriving to the area; the Fixed Base Operator announced winds and preferred runway.  The plane ahead of me cleared the runway.  On short final; I saw a headlight at the far end of runway rapidly approaching. I announced that I was going around for plane on opposite side of runway. I climbed and turned slightly right.  The plane from the other direction was rolling on the ground and about midfield took off and turned slightly right. I then announced that I would be staying in the pattern.  I then landed uneventfully.  He came and found me to apologize. He said that he had keyed in the wrong frequency and had been announcing his intentions to land on the opposite direction runway.",,,,"GA pilot on short final landing at a non-towered airport reported a conflict with an opposite direction arrival which had been transmitting their runway intentions on the wrong frequency.",
1789728,202102,0001-0600,OMA.Airport,NE,,,,,,VMC,,,Night,,,Tower OMA,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Initial Approach,Visual Approach,Class C OMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,,,Situational Awareness; Confusion; Communication Breakdown; Distraction,Party1 Flight Crew; Party2 Flight Crew,,1789728,Aircraft X,,Air Carrier,First Officer; Pilot Flying,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Confusion; Distraction; Situational Awareness,,,1789507,Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,,,Automation Air Traffic Control; Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew FLC complied w / Automation / Advisory; Flight Crew Requested ATC Assistance / Clarification,Chart Or Publication; Procedure; Human Factors,Human Factors,"Flight was all normal until we were cleared for a visual approach. Approach vectored us about 2 miles outside of the Final Approach Fix. When cleared for the a visual approach the First Officer turned inside of the Final Approach Fix. We had briefed the towers and their height and had them visually. The First Officer turned off the flight directors and turned directly towards the runway; about 20 degrees angle.  At 1;000 feet Tower called and asked if we had the towers in sight and said he had gotten an altitude alert.  At that point we were still visual with the towers and a half dot low on the glide slope. I directed the First Officer to come left and get on final. We continued the approach and landed. Found out afterwards this was the First Officer's first time to this airport and that he really didn't have a good visual on the runway. I felt his turning off the flight directors added to his lack of situational awareness. We discussed this approach afterwards and he felt I should have directed a go around. I believe he was waiting for me but I was in the green.  I didn't know he was lost. I explained to the First Officer that there is a reason we brief instrument approaches at night; to use them.  I shouldn't have allowed him to make the turn directly towards the runway but told him to intercept closer to the Final Approach Fix. The First Officer needed to communicate he wasn't in the green and execute a go around if he felt it was needed.",,"Cleared visual approach after I stated to the Captain that I had the beacon in sight. I turned toward the airfield and began my descent referencing the glideslope. I only saw the beacon; not the runway. Tower issued a low altitude alert as I flew too close to the towers west of the field. I had the towers in sight and the Captain gave me verbal commands to help me orient the runway. The landing and rollout were uneventful. I accepted a visual approach based on the beacon alone. I was also distracted by the airspeed going below the hook for reasons I didn't understand. After landing; the Captain and I thoroughly debriefed the approach and landing.",,"A Flight Crew conducting a Visual Approach at night reported the Pilot Flying turned towards the runway prior to the Final Approach Fix and was issued a Low Altitude Alert from the Tower.",
1789972,202102,1201-1800,ZZZ.Airport,US,,0,,2284,,VMC,10,,Daylight,12000,,Tower ZZZ,FBO,DA40 Diamond Star,,1,Part 91,None,Training,,Landing,Visual Approach,Class D ZZZ; Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Normal Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Flying; Instructor,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Commercial; Flight Crew Multiengine,Flight Crew Last 90 Days 39; Flight Crew Total 1299; Flight Crew Type 1185,,Training / Qualification; Situational Awareness,,,1789972,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation - Speed All Types; Ground Event / Encounter Loss Of Aircraft Control; Ground Event / Encounter Weather / Turbulence; Ground Excursion Runway,,,Person Flight Crew,In-flight,General None Reported / Taken,Aircraft; Human Factors,Human Factors,"I was conducting a stage check for my student and we were practicing engine out approaches. On the first attempt a slip was attempted but the nose was too high and the airspeed dropped dangerously low. I took over and attempted to initiate a go around but the aircraft landed on all 3 gear to bounce sharply. I proceeded back to our base and the student and I attempted to get his power off approaches cleaned up and we did multiple touch and goes. After several landings we decided to end the lesson but I noticed that the left brake lost all authority when trying to stop. I took over and prevented a [runway] excursion and tried to slow down in a controlled manner. When I tried to exit [the] taxiway the wind pushed my tail around faster than expected and the plane skidded to a stop just before the hold short line with the nose gear and left main in the grass and snow. No damage to the plane or taxiway lights occurred. No injuries occurred.",,,,"DA40 Instructor Pilot reported loss of directional control during landing roll.",
1790012,202102,0601-1200,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,10000,5000,,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,None,Personal,,Landing,Visual Approach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 70; Flight Crew Total 5200; Flight Crew Type 1600,,Situational Awareness,,,1790012,,,,,,,,,,,,Ground Event / Encounter Weather / Turbulence; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,,Person Flight Crew,Taxi,Flight Crew Regained Aircraft Control,Airport; Human Factors; Weather,Airport,"Runway was extremely slick. There was nothing on the METAR or the NOTAMs that indicated the braking action. The 210 overran the runway end by 8 feet. Local Airport Manager and his handyman helped push it aircraft onto the pavement. The maintenance personnel after looking at the airplane deemed nothing was wrong so [I] departed for destination airport.  No anomalies or problems found with gear; no prop strike occurred.",,,,"C210 pilot reported running off the end of the slick runway after landing.",
1790109,202102,0601-1200,BUF.Tower,NY,,,,2300,,VMC,,,Daylight,,,Tower BUF,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Initial Approach,Visual Approach,Class C BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),Flight Crew Type 275,,Situational Awareness; Human-Machine Interface,,,1790109,,,,,,,,,,,,ATC Issue All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,,N,Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Became Reoriented; Flight Crew Took Evasive Action,Procedure; Human Factors,Human Factors,"Was cleared visual approach [Runway] 23 / asked to turn short final inside of GS Intercept Altitude for traffic. Changed Alt Select from 2;300 feet to 1;500 feet and selected VS (Vertical Speed) descent of 700 rpm to get below GS. Descending below 1;800 feet or so; received Low Altitude Alert from ATC / Tower. Deactivated AutoPilot; added power and initiated climb to intercept GS.ATC Low Altitude Alert followed later (approximately 5-10 sec of 'Glideslope' call-out from GPWS.Two causal items: short turn to final / cleared for visual approach at altitude that would put us above glide slope; so selected lower altitude and initiated descent. Second causal item was over aggressive selection of Altitude Select to 1;500 feet . . . In retrospect should have selected something like 1;900-2;000 MSL given field elevation of 700 feet.De-selected AP and climbed to 2;000-2;100 feetWe actually discussed not accepting a short turn to final as part of approach briefing . . . When cleared for the visual; initially turned right to extend final leg; but then was asked by ATC to turn to a left heading given other arriving traffic behind us. In retrospect; could have indicate unable; but that seemed unnecessary given overall regime; weather; etc. Second suggestion would be to double-think / exercise caution in selecting an altitude above the DH but below the FAF / GS Intercept Altitude.",,,,"Air carrier F/O reported receiving a low altitude alert from ATC on approach to BUF.",
1790287,202102,1201-1800,GIF.Airport,FL,050,.25,800,,,,Clear; 30,,,20000,,UNICOM GIF,Personal,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,1,Part 91,VFR,Personal,,Initial Approach,,Class E ZMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Any Unknown or Unlisted Aircraft Manufacturer,,,,,,,Landing,,Class E ZMA,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Instrument,Flight Crew Last 90 Days 24; Flight Crew Total 6000; Flight Crew Type 5500,,Distraction; Physiological - Other; Confusion,,,1790287,,,,,,,,,,,,Conflict NMAC,Horizontal 200,,Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Human Factors; Environment - Non Weather Related,Human Factors,"Entering the traffic pattern for the airport I turned to enter final which positioned my aircraft directly into an extremely bright setting sun.  The sun then blinded me at that point and I lost visual contact with the airport and runway and altitude information.  After regaining sight from the sun and while establishing my position along with altitude in relation to the airport and runway I observed another aircraft that appeared to be flying in the opposite direction about 200 feet away.  I then took an evasive maneuver and cleared the traffic.  At that point I was no longer in position to continue the landing and I executed a VFR go around and re entered the traffic pattern and landed without further incident.  What caused this incident was turning on final directly into the extremely bright setting sun which blinded me. To prevent this from happening again I will use a runway if available that is not in line of sight with the sun or fly to an alternative airport without conflict with the setting sun or wait until sunset.",,,,"A pilot reported after turning onto final at a non towered airport they were temporarily blinded by direct sunlight and had a NMAC with opposite direction traffic.",
1790605,202102,0601-1200,ASE.TRACON,CO,,14,,13000,,VMC,,,,,,TRACON ASE,Air Taxi,Learjet 60,,2,Part 135,IFR,Passenger,FMS Or FMC; Localizer/Glideslope/ILS LOC DME-E,Initial Approach,,Class D ASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Taxi,Pilot Flying; First Officer,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 60; Flight Crew Total 7900; Flight Crew Type 2960,,Training / Qualification; Situational Awareness; Confusion; Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1790605,,,,,,,,,,,,Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,,,Automation Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Executed Go Around / Missed Approach,Human Factors,Human Factors,"We were flying from ZZZ to ASE and I was the pilot flying. As we approached Aspen; which at that time was reporting VFR; we were given vectors to intercept LOC DME E into ASE. I looked over and noticed the LOC approach was not properly set up. I warned the monitoring pilot of this but at that point we made visual contact with the airport. We accepted clearance to maintain 13;000 ft until established and clearance to execute LOC DME E approach. Having visual contact with the airport we started our descent. A layer of clouds moved in below us as we made the final turn inbound. At the entire time we had full visual contact with all the terrain around. We lost sight of the airport due to the cloud layer; at the same time ATC issued an altitude alert. I emphasize that we were in full visual contact with all the terrain and that visibility at our flight level was unrestricted. The pilot monitoring advised that we had terrain but lost a visual with the airport and said that we would be going missed and starting a climb. We got another altitude alert from ATC. We advised we are in a climb and asked for vectors to give time to decide what to do. We proceeded to ZZZ1 airport afterwards. We were NOT in IMC conditions at any phase of the flight and we maintained visual clearance from all the terrain. The mistake was communication breakdown with ATC and in part CRM in regards to the intentions to execute a visual approach. At no time aircraft was in IMC conditions and we were maintaining clearance with terrain at all times. The aircraft was never put in any unsafe condition. I learned from this how CRM and communication has to be mastered the entire time.",,,,"Learjet First Officer reported receiving a low altitude alert from ATC after descending early on a cleared instrument approach.",
1790654,202102,1201-1800,ZZZ.Airport,US,180,5,,1300,,VMC,10,,Dusk,20000,6000,CTAF ZZZ,Personal,M-20 Series Undifferentiated or Other Model,,1,Part 91,VFR,Personal,,Initial Approach,None,Class E ZZZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTAF ZZZ,Personal,Cessna 150,,2,Part 91,VFR,Training,,Initial Approach,None,Class E ZZZ1,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private; Flight Crew Instrument,Flight Crew Last 90 Days 30; Flight Crew Total 1400; Flight Crew Type 310,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 Flight Crew,,1790654,,,,,,,,,,,,Conflict NMAC,Horizontal 400; Vertical 100,,Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Human Factors; Environment - Non Weather Related,Ambiguous,"I was 10 miles north of ZZZ and flying heading 220 at 1;500 ft. MSL and 105 knots in a Mooney inbound for a VFR traffic pattern entry on a right downwind to Runway XX. Three airplanes had just landed and I was maneuvering for the 45 degree entry to Runway XX. I heard the Cessna announce it was 4 miles ahead and also maneuvering for the same entry to Runway XX. The sun was setting to the west which made it difficult to spot aircraft to the southwest and west of my flight path. I announced on CTAF that I was 10 miles north and maneuvering for the 45 degree entry right downwind Runway XX. At 5 miles northwest of ZZZ; I announced that I was 5 miles northwest maneuvering for the 45 degree entry; right downwind; for Runway XX.At that point; I heard the Cessna was on the 45 entry to right downwind Runway XX. I turned to a heading of 180 at 1;300 ft. MSL; 113 knots; and remained 5 miles west of ZZZ; while visually scanning ahead; left and right; for the Cessna. It was very difficult to see southwest and west due to the sun setting. At 5 miles west of ZZZ; I announced "Mooney is 5 miles west of ZZZ maneuvering for the 45 entry; right downwind; Runway XX".Within a minute; I spotted the Cessna approximately 100 ft. below and 400 ft. to the right. The CFI onboard called on the radio; and said "did you see us?" I responded; "Yes I just did. Would you like to go ahead of me or do you want me to proceed on the 45 entry?" He responded that they would continue the entry and go ahead of me. I continued to fly a heading of 180 and then executed a turn to the west followed by a 360 degree turn to the east to enter the pattern after the Cessna. I landed and did not see the Cessna on the ramp.Afterwards; I called the CFI in the Cessna; whom I've known for years. I listened to his remarks and explained that I had no intention of overtaking him in The Cessna. This is not something I would ever attempt nor have I ever done in 18 years of flying. He mentioned they had requested my position in the air (around 5 miles out) and I said that I never heard that request nor that they were in the Cessna. I was only monitoring CTAF and visually scanning for traffic. I heard they were already on the 45 degree entry to Runway XX. I believe that 1 or 2 of their position reports or requests for my position were not transmitted or heard because we may have both pressed the mic button at the same time to give or request position reports. One of the Cessna's communications may have been incomplete which could explain why I heard that the Cessna was on the 45 degree entry to Runway XX; as I was 5 miles west northwest of ZZZ.",,,,"A single pilot reported a Near Mid-Air Collision (NMAC) with another aircraft entering the landing pattern. Sun position reportedly inhibited early visual contact.",
1790658,202102,,ZZZ.Airport,US,,,0,,,VMC,,,,,,Tower ZZZ,Personal,Cessna 152,,1,Part 91,VFR,Personal,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Nose Gear Wheel,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 12; Flight Crew Total 290; Flight Crew Type 5,,,,,1790658,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Loss Of Aircraft Control,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Overcame Equipment Problem; Flight Crew Requested ATC Assistance / Clarification,Aircraft,Aircraft,"Landed on the runway at ZZZ. Several seconds after touchdown I felt nose shaking followed by loss control of the nose wheel. Stopped on Runway XXR had operations determine I need a tow back to the FPO. Was towed back and no other damage to the aircraft",,,,"C-152 pilot reported a nose-wheel problem on landing roll-out.",
1790677,202102,1201-1800,ZZZ.Airport,US,,,0,,,VMC,Windshear; 10,,Daylight,3000,,CTAF ZZZ,Personal,Amateur/Home Built/Experimental,,,Part 91,None,Personal,,Landing,Visual Approach,Class E ZZZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 60; Flight Crew Total 19650; Flight Crew Type 96,,,,,1790677,,,,,,,,,,,,Ground Event / Encounter Loss Of Aircraft Control; Ground Event / Encounter Weather / Turbulence; Inflight Event / Encounter Weather / Turbulence,,N,Person Flight Crew,In-flight,Flight Crew Regained Aircraft Control,Weather,Weather,"Landing Runway XX in ZZZ experienced a bump on the runway after landing which was coupled with a wind shear causing a directional control problem. Pilot made control inputs to correct situation. Wind speed and direction varied greatly. Pilot was unable to maintain directional control. Aircraft ground looped to the right approximately midfield. No human injuries were sustained.",,,,"Pilot of an amateur-built aircraft reported a windshear-caused ground loop on landing rollout.",
1790681,202102,,CXO.Airport,TX,320,0,100,,,VMC,10,,Daylight,2500,,UNICOM CXO,FBO,Small Aircraft,,1,Part 91,VFR,Training,,Final Approach,Visual Approach,Class E ZHU,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center ZHU,Personal,Medium Transport; Low Wing; 2 Turbojet Eng,,2,Part 91,IFR,Passenger,GPS,Landing; Final Approach,,Class E ZHU,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Flying,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 60; Flight Crew Total 1800; Flight Crew Type 600,,,,,1790681,,,,,,,,,,,,ATC Issue All Types; Conflict Ground Conflict; Critical,Horizontal 0; Vertical 1000,N,Person Flight Crew,In-flight,Flight Crew Took Evasive Action; Flight Crew Executed Go Around / Missed Approach,Procedure,Procedure,"Tower closed; multiple airplanes in pattern using Runway 14 for favorable winds (170 about 15 knots). I was on short final; less than 200 AGL over clearway for runway. Jet lands straight in on Runway 32. No calls were made from the jet on CTAF announcing position or intentions. Jet landed; I added power and went around; overflying the jet. All other airplanes in the pattern were using 124.125 as the CTAF as published. Brief phone conversation with Houston Approach confirmed that the jet landed straight in apparently on an RNAV 32 approach. Jet would have landed with excess of 10 knots tail wind. ASOS was broadcasting at the time.",,,,"Flight Instructor reported performing a go-around on short final due to a business jet landing in the opposite direction following an RNAV approach.",
1790703,202102,1801-2400,MDW.Tower,IL,,,,,,,,,,,,Tower MDW,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Final Approach,Other Instrument Approach,Class C MDW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government,Local,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 2,,Situational Awareness,,,1790703,,,,,,,,,,,,Conflict Ground Conflict; Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence,,,Person Air Traffic Control,,Air Traffic Control Issued New Clearance; Flight Crew Executed Go Around / Missed Approach,Airport; Company Policy; Human Factors; Procedure; Weather,Ambiguous,"Aircraft X was inside of a quarter mile final on the ILS Runway 31C approach. I turned around for a second to tell the supervisor about the visibility getting better on final when the supervisor noticed an airport vehicle going onto Runway 31C. At that point I issued a go around to the aircraft and to climb and maintain 3;000 ft. MSL and turn right to a heading of 110. I also let the aircraft know the reason of the go around. They were able to respond in time and were re-sequenced for another approach and landed without incident. I understand it was snowing and airport markers are difficult to see. I suggest airport vehicles be more vigilant of their position on the airport before moving anywhere. Driver refresher course recommended.",,,,"ATC approach controller reported issuing a go-around clearance to an aircraft on short final due to a vehicle reported on the runway.",
1790720,202102,1201-1800,SCT.TRACON,CA,,,,6000,,,,,,,,TRACON SCT,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Final Approach,Visual Approach,Class D PSP; Class E ZLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRACON SCT; Tower PSP,Other other,Trojan (T28),,1,Part 91,None,Other other,,Climb,None,Class D PSP; Class E ZLA,,,,,,,,,,,,,,,,,,,,,,,,,,Government,Departure; Approach,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 8,,Situational Awareness; Distraction,,,1790720,,,,,,,,,,,,ATC Issue All Types; Conflict Airborne Conflict; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Air Traffic Control,In-flight,General None Reported / Taken,Environment - Non Weather Related; Human Factors; Airspace Structure,Airspace Structure,"My second report regarding aircraft from the Palm Springs area performing erratic maneuvers in the face of IFR arrivals.  Aircraft Y departed Palm Springs and terminated services outside of the PSP Delta. They proceeded to fly just north of UDD and start performing aerobatic maneuvers between 050 and 060. This aircraft climbed right in front of Aircraft X; who was cleared for the RNAV visual 31L approach.  Traffic alert was issued to Aircraft X and while the pilot did not say 'near midair'; they did say 'he's right in front of us!' and the altitudes were the same.The pilot for Aircraft X said they had to respond to two RAs for that one aircraft.The pilot of Aircraft Y may have also been in violation of FAR Sec. 91.303 which prohibits aerobatic flight within 4 miles of a federal airway (V137) and over an area of congested population.I am requesting; again; for the PSP airspace to have a Charlie or Bravo airspace.  My colleagues and I deal with dangerous situations every day that could easily be avoided by having non-voluntary protected airspace.  This is the second event in one day where PSP Tower has terminated a VFR aircraft who ultimately got much too close to an IFR arrival. A Class C/B airspace and a requirement for Tower to hand off departures to approach; would allow the radar Controller to determine if a dangerous situation is imminent.As of now; the only controlled airspace in the Palm Springs valley is the Tower's Class D. Class E airspace exists around TRM; but only prohibits flight for poor weather. This airspace is a free-for-all with half of the aircraft talking to ATC and the other half are not; and just blasting through everyone else. This needs to change.Also; the local pilots should know better than to be flying in these congested areas doing aerobatics.  The safety culture of these pilots is questionable and should be discussed.",,,,"SCT TRACON Controller reported re-occurring airborne conflicts between VFR aircraft executing aerobatic maneuvers and IFR arrivals into PSP.  Reporter advised they deal with these types of situations every day; which could be easily avoided by having non-voluntary protected airspace.",
1790734,202102,1201-1800,ZZZ.TRACON,US,,,,11000,,,,,,,,TRACON ZZZ,Air Carrier,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,1,Part 121,IFR,Passenger,,Descent,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRACON ZZZ,Air Carrier,Commercial Fixed Wing,,,Part 121,IFR,Passenger,,Final Approach,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,Government,Departure; Supervisor / CIC; Approach,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 3,,Situational Awareness; Communication Breakdown,Party1 ATC; Party2 Flight Crew,,1790734,,,Government,Instructor; Approach; Departure,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 1.5,,Communication Breakdown,Party1 ATC; Party2 Flight Crew,,1790881,ATC Issue All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,,,Person Air Traffic Control,In-flight,Air Traffic Control Issued New Clearance,Environment - Non Weather Related; Human Factors; Airspace Structure,Airspace Structure,"Aircraft X arrived from the south east at 110 where ZZZ has a MVA (Minimum Vectoring Altitude) at the highest point of 115. I do not know if ZZZ1 has the same or lower MVA in that area. Per the LOA with ZZZ1 any arrivals in this area 130 or lower; must be on an airway and verbally coordinated. There was no coordination from ZZZ1.  OJTI was being conducted at the Approach position; I was the OS in the TRACON. Due to COVID social distancing requirements the OJTI was working from the 'B' scope; the trainee was working from the 'A' scope and I was at the OS desk. There is no radar scope or secondary monitor available at the OS desk to observe traffic; so I was unable to see the altitude of the aircraft. A regional jet that was about to be switched to the Tower told approach that an aircraft was trying to call approach and at that point I was able to observe Aircraft X at the altitude below the MVA. Aircraft X eventually was able to reach approach on radio and landed without incident.-Review ZZZ1-ZZZ LOA-Add a non-certified radar display at the ZZZ TRACON OS desk-Check the MVAs to the south east of ZZZ to see if there are any discrepancies between ZZZ1 and ZZZ MVAs.",,"I am training the trainee on approach control. Three arrivals scheduled with close arrival times. Trainee accepted all three handoffs back to back well outside of our airspace boundary; further away than normal. He was not aware that Aircraft X was flying a wrong altitude for direction of flight as well as 500 feet below the MVA we have depicted on our maps until after accepting the handoff.  Neither of these two issues were coordinated between either facility. Aircraft landed without issue.We need to have matching MVA maps with ZZZ1. This could be a real issue in the future. That aircraft was 500 feet below our MVA and could not reach us on radio due to the terrain.",,"Controllers reported an aircraft that they were not talking to was on an IFR flight plan; below the MVA and NORDO.",
