 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1832443,202108,1201-1800,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,2500,,CTAF ZZZ,Air Taxi,Light Transport; Low Wing; 2 Turboprop Eng,,2,Part 135,None,Passenger,,Landing,Direct,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Rudder,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Taxi,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 208; Flight Crew Total 12200; Flight Crew Type 66,,Human-Machine Interface; Situational Awareness,,,1832443,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,,Person Flight Crew,Other Landing Roll Out,General Evacuated,Aircraft; Human Factors; Weather,Weather,"On Date about XA45 PM local time; during roll out after landing on Runway XX in ZZZ in Aircraft X; the plane veered to the right and exited the runway surface and came to rest in the soft mud just to the right of the runway. We departed ZZZ1 enroute to ZZZ; at XB25 local time on a part 135 passenger charter flight with passengers; their luggage; and groceries for ZZZ; and after a nice 2 hour and 20-minute VFR flight we arrived at ZZZ. We made a pass overhead of Runway XY to check the windsock; and then flew out about 3 miles and made a teardrop back to final to Runway XX. When we did our wind check I observed the windsock to be showing about 5 kts. or less of wind out of about 070 degrees. When we were on final to Runway XX; I again looked at the windsock and observed it to be showing about 10-15 kts. of wind at about a 30-degree right crosswind to the runway. After a normal approach and touchdown; during rollout while the tail was still in the air; I could feel the rudder starting to become less effective and the wind wanting to push the tail to the left; so as quickly as I could I got the tail wheel planted firmly on the ground to help with directional control. As the plane was slowing down through an estimated 35-40 kts. the plane started to veer to the right; I immediately applied full left rudder and pumped the left brake to make sure that we were getting maximum effectiveness out of the left brake. After rolling about another 100 ft.; I realized that it was not likely that we were going to be able to get the plane straight again; so then I applied maximum right brake also and was just trying to get the plane stopped before it went off the side of the runway. When we were about 100-150 ft. from going off the runway the Copilot also applied maximum braking; but nothing we did was able to keep the plane on the runway; we went off the right side of the runway about 1;000-1;200 ft. from the end. The plane stopped quickly in the soft mud that was just off of the runway. We then did a quick assessment of the passengers and after none of them reported any injuries we evacuated the passengers and then secured the aircraft. There were no known pre-accident mechanical issues with the aircraft. Of the passengers and 2 crew members on board; there were no reported injuries. After the incident was over as I was back on the ramp; I was able to observe the windsock for a while. I noticed that the wind would be anywhere between 5 and 15-20 kts. and the direction would shift between approximately 060 and 150 degrees. At the time we landed I would estimate that the clouds were about 2;000-2;500 ft. broken-overcast and greater than 10 miles visibility. The ceilings and visibility did deteriorate throughout the day.",,,,"Captain reported a runway excursion when the winds pushed the aircraft off the runway into soft mud.",
1832449,202108,0601-1200,ZZZ.Airport,US,,,0,,,VMC,Haze / Smoke,,Daylight,,,CTAF ZZZ,Personal,Cardinal 177/177RG,,1,Part 91,None,Personal,,Landing,Visual Approach,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Nosewheel Steering,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Commercial; Flight Crew Multiengine,Flight Crew Last 90 Days 10; Flight Crew Total 15000; Flight Crew Type 3,,Human-Machine Interface; Situational Awareness; Workload,,,1832449,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Loss Of Aircraft Control; Ground Event / Encounter Object; Ground Excursion Runway,,N,Person Flight Crew,Other Landing Roll Out,Aircraft Aircraft Damaged; Flight Crew Took Evasive Action; General Flight Cancelled / Delayed,Human Factors,Human Factors,"During landing; overcorrected on the steering left; and went off the runway to the left; and R/H stabilator tip hit a runway light.",,,,"Pilot reported a runway excursion due to over correction of steering on landing rollout.",
1832464,202107,0601-1200,PDK.Tower,GA,,3.4,14,,,VMC,10,,Daylight,CLR,,,Commercial Operator (UAS),Small UAS (At or above 0.55 lbs and less than 55 lbs),,1,Part 107,None,Utility / Infrastructure,,Climb; Hovering (UAS); Landing; Takeoff / Launch,None,Class D ZZZ,,,,,,,,,,,,N,,,Small,Multi-Rotor,VLOS,N,Manual Control,Private Property,,Purchased,Number of UAS 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outdoor / Field Station (UAS),,Commercial Operator (UAS),Person Manipulating Controls (UAS); Remote PIC (UAS),Flight Crew Remote Pilot (UAS),Flight Crew Last 90 Days (UAS) 1.5; Flight Crew Total 0; Flight Crew Total (UAS) 37.5; Flight Crew Type (UAS) 37.25,,Training / Qualification,,,1832464,,,,,,,,,,,,Airspace Violation All Types; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Unauthorized Flight Operations (UAS),,,Person Other Person,Other post-flight,General None Reported / Taken,Human Factors; Procedure,Ambiguous,"I used Airmap to look up the address of inspection location but did not type in physical address. I referenced the town of Tucker which was in Class G airspace but the actual location of the flight was a mile and a half west in Class D (PDK). No prior authorization was requested. Flight was completed and I was made aware of the flight error by management and we discussed the importance of looking up physical location.",,,,"Part 107 UAS pilot learned after a flight they flew in controlled airspace without authorization.",
1832670,202108,1801-2400,ZZZ.Airport,US,,3,,1500,,VMC,25,,Night,10000,,Tower ZZZ,Personal,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,,2,Part 91,None,Training,,Landing,Direct,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel System,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,,Pilot Flying; Instructor,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Commercial,Flight Crew Last 90 Days 250; Flight Crew Total 775; Flight Crew Type 500,,Situational Awareness,,,1832670,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Inflight Event / Encounter Fuel Issue,,,,,Flight Crew Landed in Emergency Condition; General Flight Cancelled / Delayed,Human Factors; Aircraft,Human Factors,"Started our flight in ZZZ2 to ZZZ1; ZZZ; ZZZ2 for our commercial cross country requirement. Had flight planned around XA:00am with the student for our departure at XH:30 pm. Flight up to ZZZ1 was uneventful; burned we burned 21 gallons going up; leaving us with 29 gallons to get to ZZZ. The flight planned showed we required 19 gallons to land at ZZZ where we planned to refuel before returning to ZZZ2. This left us with 10 gallons reserve; meaning over 1 hour of flight time at cruise. Roughly 50 miles out from ZZZ we had engine roughness and realized we had pulled the tank dry; so we swapped tanks again with no issue. We knew we had a reserve left and headed directly for ZZZ. Upon entering the pattern and turning base (2 miles) the engine sputtered again and we knew we had run out of gas. Knowing we would not make the runway we notified ATC and landed uneventfully on highway. Fire responded with no injuries or damage. ZZZ ground crew towed the airplane to the airport we had an A&P check everything over; added fuel; did a ground run; everything checked out good and we continued the flight to ZZZ2. Coincidentally when we fueled at ZZZ knowing the airplane has a 50 gallon capacity and the POH says all 50 gallons usable; from dead empty the plane only took 48.2 gallons. In conclusion; during the flight back from ZZZ1 to ZZZ we knew the head wind was more than we had factored for so we recalculated midair and that is where our mathematical error came into play. A simple addition mistake caused us to land just short of the runway that night.",,,,"Flight Instructor reported that a miscalculation of fuel requirements resulted in fuel exhaustion and an off-airport landing.",
1832749,202108,1201-1800,EWR.Tower,NJ,,,1000,,,VMC,,,,,,Tower EWR,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Final Approach,Visual Approach,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UAV: Unpiloted Aerial Vehicle,,,,,,,,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,Airport / Aerodrome / Heliport; Aircraft / UAS,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 107.97; Flight Crew Total 20100; Flight Crew Type 17600,,Distraction,,,1832749,,,,,,,,,,,,Airspace Violation All Types; Conflict NMAC; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Unauthorized Flight Operations (UAS),Horizontal 100; Vertical 100,,Person Flight Crew,In-flight,Flight Crew Requested ATC Assistance / Clarification,Human Factors; Airport,Ambiguous,"While flying the Stadium Visual Approach to Runway 29 at Newark Liberty Airport as Pilot Flying; I saw a white squarish object pass off the lower right side of the aircraft in my peripheral vision. I asked the co-pilot what that had been and he replied it had been a drone. We were at approximately 1000 feet in a descending right turn between the fixes SLIMR and CHUMR.  I would estimate the drone had passed underneath the right wing at less than 100 feet separation but far enough away to feel reasonably confident that it had not struck the airplane. The co-pilot agreed and then alerted Newark Tower of the presence of the drone on final approach so that they could pass this information on to the succeeding aircraft on approach. They requested that after landing we provide them with any additional description we could; which we did with Ground Control after clearing the runway and beginning our initial taxi to the gate.",,,,"Air carrier flight crew had a near miss with a UAS while on a visual approach.",
1832923,202108,0601-1200,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,,,Tower ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,None,Training,,Landing,Visual Approach,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Personal,Instructor,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Commercial,,,Training / Qualification,,,1832923,,,,,,,,,,,,Ground Event / Encounter Object; Ground Event / Encounter Loss Of Aircraft Control; Ground Event / Encounter Ground Strike - Aircraft; Ground Excursion Runway,,N,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; General Flight Cancelled / Delayed; General Maintenance Action,Human Factors,Human Factors,"A student that I signed off to solo ran off the runway during pattern work; took out a PAPI light and had a prop strike. The weather conditions were fantastic with calm winds and unlimited visibility. The student had completed 7 previous touch and go's with no issues but on the 8th lost directional control after touchdown and ran off the runway. The student in question had 51 hours of total time and approximately 3 hours of solo time before the occurrence. The lack of ADM (Aeronautical Decision Making) and physical motor skills to keep the plane on the runway led him to have an excursion. Corrective action is to make sure that he is not challenged with directional control and talk about decision making if something just doesn't seem right.",,,,"Flight Instructor reported a student performing solo pattern work had a runway excursion on landing.",
1832926,202108,1201-1800,ZZZ.Airport,US,,0,,20,,VMC,10,,Daylight,7000,,UNICOM ZZZ,Personal,PA-46 Malibu Meridian,,1,Part 91,None,Personal,,Landing,Direct,Class E ZZZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 47; Flight Crew Total 1800; Flight Crew Type 700,,Situational Awareness,,,1832926,,,,,,,,,,,,Deviation - Speed All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway; Inflight Event / Encounter Weather / Turbulence,,N,Person Flight Crew,In-flight; Taxi,General None Reported / Taken,Human Factors,Human Factors,"Running practice approach for Runway XX at ZZZ. Hand flying; drifted high on glide path at about 2 miles out. Pitched to return to glide path and failed to pull throttle enough and airspeed increased. I didn't notice it until I crossed the threshold and was still doing 118kts. Normal approach with 10% flaps is 100. There was also a gusty crosswind and I was focused on maintaining alignment and centerline. Ended up landing almost 2;000 feet down the 5;000 feet runway. Continuing to maintain centerline; I saw the end of the runway coming up quickly and braked hard; speed then was 49 kts. Crossed the end of the runway into the grass at approximately 20 kts; continued to slow; executed a hard left turn and rejoined taxiway. Subsequent inspection showed no taxi light damage and no damage to gear. I need to maintain a closer watch on airspeed even when dealing with gusty crosswind; don't get fixated.",,,,"PA-46 pilot reported a runway excursion due to being too fast on the approach and landing.",
1832934,202108,1801-2400,1W1.Airport,WA,,.25,250,,,VMC,,,Night,,,CTAF 1W1,FBO,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,2,Part 91,None,Training,,Final Approach,,Class G ZSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor,Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor; Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 150; Flight Crew Total 20000; Flight Crew Type 1000,,Situational Awareness; Training / Qualification,,,1832934,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT; Inflight Event / Encounter Object,,N,Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Airport; Human Factors; Environment - Non Weather Related,Human Factors,"Student and instructor were on a night cross-country. Traffic pattern was entered and to verify wind direction we did not descend on downwind but continued on an upwind leg to ensure we would be ready for the landing. We turned crosswind and downwind and did our before landing procedure. Student was slow to configure the aircraft which extended the downwind leg further than desired and upon turning base we noted we were low on the VASI. The student made a correction to get back on/above the glide path which was too little. I as the instructor was too late and too slow to inspire a more aggressive correction until the top of the tree came into view. I took control of the airplane and landed uneventfully and taxied to parking. There was no indication of flight control malfunction nor any indication of a loss of engine RPM. Subsequent inspection revealed slight damage to the right main landing gear fairing and damage to the left horizontal stabilizer fairing. I suspect that the propeller may have been impacted but there was no sudden stoppage of the prop. Of note; when the runway lights were activated by the CTAF; the lights on the north side of the runway from midfield to the departure end did not illuminate. What did come on was all of the lights on the south side of the runway and half the lights on the north side from the approach end to midfield. Also; I'm aware that the VASI glide slope angle is set higher than a three degree glide slope because of obstructions (trees) and the angle used to be published in the Chart Supplement; but that information is no longer available.",,,,"Instructor reported possibly clipping a tree on approach due to being lower then normal.",
1832940,202108,,3J1.Airport,SC,,0,0,,,VMC,,,,,,,Personal,Sail Plane,,1,Other unknown,None,Training,,Landing,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor; Pilot Flying,Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 15; Flight Crew Total 990; Flight Crew Type 644,,Troubleshooting,,,1832940,,,,,,,,,,,,No Specific Anomaly Occurred Unwanted Situation,,,Person Flight Crew,In-flight,General None Reported / Taken,Environment - Non Weather Related; Airport; Human Factors,Airport,"Glider landing Area is not properly maintained by Airport management. Grass is overgrown and small bushes are [growing]. In the case of a crosswind; a slight wing drop could generate a dangerous Ground-loop both during Aero-Tow and landing phases.",,,,"Sail Plane Pilot reported the glider landing area runway at the 3J1 airport is in disrepair. Growing vegetation on runway could be a hazard for landing aircraft.",
1833039,202108,1801-2400,IAH.Airport,TX,,,,1200,,VMC,,,,,,Tower IAH,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Final Approach,,Class B IAH,,,,,,,,,,,,,,,,,,,,,,,,Altitude,,X,Malfunctioning,Tower IAH,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 33,,Situational Awareness; Troubleshooting; Distraction; Human-Machine Interface,,,1833039,,,,,,,,,,,,ATC Issue All Types; Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,,,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem,Aircraft; Airport; Procedure; Environment - Non Weather Related; Human Factors,Procedure,"Received vector for initially an ILS to Runway 8R.  Intercepted LOC just outside JELLI at 5;000 feet.  Upon interception; glideslope captured aircraft autopilot began a 'substantial' descent (1;500 feet/min).  At first I didn't think anything about it. Shortly after; we were cleared a visual approach.  We were fully configured before MATON; and passing MATON I felt low on the approach; it was too shallow and looked wrong; and then I noticed our altitude was 1;200 feet MSL (1;100 feet AGL) when it should have been about 2;000 feet MSL.  Flight Director still showed us on glide path.  I immediately called out we were 800 feet low for some reason.  Suspecting an instrument issue; I disconnected the autopilot; turned off the flight director; and began hand flying.  We had been cleared a visual shortly after LOC capture and were visual; so I completed the final segment flying purely visually.  I even took the precaution of having the First Officer deselect the ILS in the nav radio tuners.  At approximately 1 mile from the runway threshold; I noticed 2 aircraft holding short on the north side of the approach end of 8R waiting clearance to cross.  A B737 was holding short on Taxiway NE; and a E-170 was holding short at NR.  It appeared those aircraft were causing interference of the glideslope signal resulting in the indications we were receiving on our instruments.  Our manual recommends backing up a visual approach with the ILS; when available.  However; good airmanship and situational awareness must always be maintained. An additional item: ATC gave us no call about our low altitude on the approach.  I couldn't find it above anywhere on this form; but I could also consider this an incident which was successfully recognized and resolved in time with no incident. I have seen aircraft waiting to cross untold number of times; but never have I seen glideslope interference such as I saw during this approach.",,,,"Pilot reported they were low on glide path during approach and thought they might be having an equipment problem.  Pilot observed two aircraft close to the runway which may have interfered with the ILS glide slope signal.",
1833041,202108,,ZZZ.Airport,US,,,500,,,,,,,,,Tower ZZZ,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,FMS Or FMC,Landing,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Landing Gear Indicating System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 138; Flight Crew Total 5300; Flight Crew Type 201,,Troubleshooting; Distraction; Workload,,,1833041,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 59; Flight Crew Total 2205; Flight Crew Type 2205,,Workload; Troubleshooting; Time Pressure; Distraction,,,1833050,Aircraft Equipment Problem Critical; Inflight Event / Encounter Unstabilized Approach,,,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem; General Maintenance Action,Aircraft,Aircraft,"I was First Officer (FO) on Aircraft X operating to ZZZ. We were conducting the ILS XXR circle to XY approach when we received an abnormal landing gear indication. When I lowered the landing gear; the annunciator panel showed 3 red lights along with 3 green lights. The overhead panel showed 3 green as well. We briefly discussed continuing the landing as there was some confidence the gear was down. The discussion continued until around 500 ft. and I felt strongly that we shouldn't be making such consequential decisions that close to the ground without running a checklist. We performed a go-around; ran the checklist; got the gear down without the red lights; and landed successfully.",,"ILS XXR circle XY at ZZZ. Lowered gear just prior to FAF (Final Approach Fix). 3 red; 3 green illuminated. After evaluating with First Officer (FO); executed go-around on XY due to gear disagree. Standard missed. Ran checklists. Vectored for longest runway... ILS XXR. Extended gear on 10-mile base. All indications normal. Executed normal landing. Taxi to gate to find puddle [of] hydraulic fluid at left main. Possibly unrelated.",,"B737 flight crew reported an issue with the landing gear indications.",
1833101,202108,1201-1800,TPA.Airport,FL,,,,,,VMC,,,,,,Tower TPA,Air Carrier,Commercial Fixed Wing,,2,,IFR,,,Final Approach,,Class B TPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; First Officer,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,Troubleshooting; Human-Machine Interface; Situational Awareness; Distraction,,,1833101,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,Troubleshooting; Situational Awareness; Human-Machine Interface; Distraction,,,1833108,Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Ground Equipment Issue; Inflight Event / Encounter CFTT / CFIT,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Overcame Equipment Problem,Human Factors; ATC Equipment / Nav Facility / Buildings,Human Factors,"On visual approach to Runway 01L Tower Controller called an 'altitude alert'. We were cleared for the visual to Runway 01L to Tampa. The glideslope to the ILS 01L was NOTAM'd Out of Service.  Tower instructed us to maintain 2;600 feet until north of Macdill AFB. I had briefed that this would cause us to be high and that I would configure the aircraft for landing at 2;600 feet and prior to Macdill.  I had also briefed that we would need a high rate of descent to get us on glide path.  Once north of Macdill; and runway in sight; I disconnected the autopilot; and started to hand fly the visual approach. At approximately 1;000 feet the First Officer stated we were approaching the (visual 3:1) glidepath.  At that time; I had started to reduce the rate of descent.  At about the same time the Tower called an altitude alert for Aircraft X.  I started to pick up the PAPI and saw we were below glidepath.  I continued reducing descent rate to intercept the PAPI glidepath.  Aircraft was on glidepath and stable at 500 feet. Landed normally. [Suggest] Brief the visual in more detail on 3:1 glidepath and required rate of descent to intercept from above.",,"[Report narrative contained no additional information.]",,"Flight crew reported being low on final into Tampa while conducting a visual approach and was unaware until the PAPI was in sight.",
1833443,202106,0601-1200,MRY.Tower,CA,098,6,,1700,,Mixed,Windshear; Turbulence; 8,,Daylight,600,,Tower MRY,Personal,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,2,Part 91,IFR,Training,,Final Approach,Other ILS,Class C MRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Not Flying; Instructor,Air Traffic Control Fully Certified; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 141; Flight Crew Total 415; Flight Crew Type 130,,Time Pressure; Distraction,,,1833443,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence; Inflight Event / Encounter CFTT / CFIT,Vertical 600,N,Person Flight Crew,In-flight,Air Traffic Control Issued New Clearance; Air Traffic Control Issued Advisory / Alert; Flight Crew Diverted; Flight Crew Executed Go Around / Missed Approach; Flight Crew Requested ATC Assistance / Clarification; Flight Crew FLC complied w / Automation / Advisory,Weather,Weather,"Coming in on final approach on the ILS into MRY; we experienced wind shear over the water at about 6 miles from the airport. The rough air pushed us below glide path; receiving a low altitude alert from tower the decision was made to go missed. We continued missed approach and radar vectors to our filed alternate ZZZ.",,,,"Flight Instructor reported encountering wind shear on final approach which pushed them below glide path resulting in a Low Altitude Alert from ATC and a missed approach.",
1833471,202108,0601-1200,ZZZ.Airport,US,,0,0,,,VMC,,,Daylight,,,,Personal,Bonanza 36,,1,Part 91,VFR,Personal,,Landing,Vectors,,,,,,,,,,,,,,,,,,,,,,,,,Landing Gear,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 5; Flight Crew Total 305; Flight Crew Type 194,,Distraction; Situational Awareness; Workload,,,1833471,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Ground Strike - Aircraft; Ground Event / Encounter Loss Of Aircraft Control,,N,Person Flight Crew,In-flight,Aircraft Aircraft Damaged,Human Factors,Human Factors,"Bounced on landing; the plane started to porpoise; attempted to add power to go around; but the front landing gear collapsed. I was on Runway XXR at ZZZ.",,,,"A Bonanza pilot reported a bounced landing caused the front landing gear to collapse.",
1833479,202108,1201-1800,ANC.Tower,AK,,6.7,,1000,,,,,Daylight,9000,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Cargo / Freight / Delivery,,Final Approach,Other ILS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 210; Flight Crew Total 15000; Flight Crew Type 8000,,Situational Awareness,,,1833479,,,,,,,,,,,,Deviation - Altitude Overshoot; Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter CFTT / CFIT,,,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem,Human Factors,Human Factors,"Descended 1;000 ft. then climb to 1;600 ft. to cross final approach fix.",,,,"Air carrier Captain reported an altitude excursion during approach.",
