ACN,Time | Date,Time | Local Time Of Day,Place | Locale Reference,Place | State Reference,Place | Relative Position.Angle.Radial,Place | Relative Position.Distance.Nautical Miles,Place | Altitude.AGL.Single Value,Place | Altitude.MSL.Single Value,Place | Latitude / Longitude (UAS),Environment | Flight Conditions,Environment | Weather Elements / Visibility,Environment | Work Environment Factor,Environment | Light,Environment | Ceiling,Environment | RVR.Single Value,Aircraft 1 | ATC / Advisory,Aircraft 1 | Aircraft Operator,Aircraft 1 | Make Model Name,Aircraft 1 | Aircraft Zone,Aircraft 1 | Crew Size,Aircraft 1 | Operating Under FAR Part,Aircraft 1 | Flight Plan,Aircraft 1 | Mission,Aircraft 1 | Nav In Use,Aircraft 1 | Flight Phase,Aircraft 1 | Route In Use,Aircraft 1 | Airspace,Aircraft 1 | Maintenance Status.Maintenance Deferred,Aircraft 1 | Maintenance Status.Records Complete,Aircraft 1 | Maintenance Status.Released For Service,Aircraft 1 | Maintenance Status.Required / Correct Doc On Board,Aircraft 1 | Maintenance Status.Maintenance Type,Aircraft 1 | Maintenance Status.Maintenance Items Involved,Aircraft 1 | Cabin Lighting,Aircraft 1 | Number Of Seats.Number,Aircraft 1 | Passengers On Board.Number,Aircraft 1 | Crew Size Flight Attendant.Number Of Crew,Aircraft 1 | Airspace Authorization Provider (UAS),Aircraft 1 | Operating Under Waivers / Exemptions / Authorizations (UAS),Aircraft 1 | Waivers / Exemptions / Authorizations (UAS),Aircraft 1 | Airworthiness Certification (UAS),Aircraft 1 | Weight Category (UAS),Aircraft 1 | Configuration (UAS),Aircraft 1 | Flight Operated As (UAS),Aircraft 1 | Flight Operated with Visual Observer (UAS),Aircraft 1 | Control Mode (UAS),Aircraft 1 | Flying In / Near / Over (UAS),Aircraft 1 | Passenger Capable (UAS),Aircraft 1 | Type (UAS),Aircraft 1 | Number of UAS Being Controlled (UAS),Component | Aircraft Component,Component | Manufacturer,Component | Aircraft Reference,Component | Problem,Aircraft 2 | ATC / Advisory,Aircraft 2 | Aircraft Operator,Aircraft 2 | Make Model Name,Aircraft 2 | Aircraft Zone,Aircraft 2 | Crew Size,Aircraft 2 | Operating Under FAR Part,Aircraft 2 | Flight Plan,Aircraft 2 | Mission,Aircraft 2 | Nav In Use,Aircraft 2 | Flight Phase,Aircraft 2 | Route In Use,Aircraft 2 | Airspace,Aircraft 2 | Maintenance Status.Maintenance Deferred,Aircraft 2 | Maintenance Status.Records Complete,Aircraft 2 | Maintenance Status.Released For Service,Aircraft 2 | Maintenance Status.Required / Correct Doc On Board,Aircraft 2 | Maintenance Status.Maintenance Type,Aircraft 2 | Maintenance Status.Maintenance Items Involved,Aircraft 2 | Cabin Lighting,Aircraft 2 | Number Of Seats.Number,Aircraft 2 | Passengers On Board.Number,Aircraft 2 | Crew Size Flight Attendant.Number Of Crew,Aircraft 2 | Airspace Authorization Provider (UAS),Aircraft 2 | Operating Under Waivers / Exemptions / Authorizations (UAS),Aircraft 2 | Waivers / Exemptions / Authorizations (UAS),Aircraft 2 | Airworthiness Certification (UAS),Aircraft 2 | Weight Category (UAS),Aircraft 2 | Configuration (UAS),Aircraft 2 | Flight Operated As (UAS),Aircraft 2 | Flight Operated with Visual Observer (UAS),Aircraft 2 | Control Mode (UAS),Aircraft 2 | Flying In / Near / Over (UAS),Aircraft 2 | Passenger Capable (UAS),Aircraft 2 | Type (UAS),Aircraft 2 | Number of UAS Being Controlled (UAS),Person 1 | Location Of Person,Person 1 | Location In Aircraft,Person 1 | Reporter Organization,Person 1 | Function,Person 1 | Qualification,Person 1 | Experience,Person 1 | Cabin Activity,Person 1 | Human Factors,Person 1 | Communication Breakdown,Person 1 | UAS Communication Breakdown,Person 1 | ASRS Report Number.Accession Number,Person 2 | Location Of Person,Person 2 | Location In Aircraft,Person 2 | Reporter Organization,Person 2 | Function,Person 2 | Qualification,Person 2 | Experience,Person 2 | Cabin Activity,Person 2 | Human Factors,Person 2 | Communication Breakdown,Person 2 | UAS Communication Breakdown,Person 2 | ASRS Report Number.Accession Number,Events | Anomaly,Events | Miss Distance,Events | Were Passengers Involved In Event,Events | Detector,Events | When Detected,Events | Result,Assessments | Contributing Factors / Situations,Assessments | Primary Problem,Report 1 | Narrative,Report 1 | Callback,Report 2 | Narrative,Report 2 | Callback,Report 1 | Synopsis,Unnamed: 125_level_1,source_file,incident_year_step3,incident_year,keep_study_period,keep_phase_scope,keep_step4,exclusion_reason
1609051,201901,0001-0600,RFD.Airport,IL,,,0.0,,,IMC,Cloudy; Fog; .25,,,,,Ground RFD,Air Carrier,B767 Undifferentiated or Other Model,,2.0,Part 121,IFR,Cargo / Freight / Delivery,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower RFD,Air Carrier,Commercial Fixed Wing,,,Part 121,IFR,,,Final Approach,,Class D RFD,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1609051.0,,,,,,,,,,,,ATC Issue All Types; Conflict Ground Conflict; Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Incursion Runway,,,Person Flight Crew,Taxi,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification,Human Factors; Weather,Weather,Event occurred taxing on taxiway F from our ramp to runway 7 for departure. On taxi the ground controller reported the new ATIS was current; which we had and I reported we had ATIS. The weather this morning was poor with reported visibility of 1/4 mile and a 200 feet indefinite ceiling. This ATIS also reported that CAT II/III operations were in effect. After this radio call the controller cleared us for takeoff on Runway 7. At this point we were still roughly 2;000 feet from the end of the runway and taxing slowly due to the poor visibility. We accepted the takeoff clearance but advised we would need time in position before takeoff (The temp was below 3C we needed to do the engine run up per company procedures). The controller responded with approved and advise when rolling. We figured there must not be any other traffic around but looking back on this the controller probably could not see our location on the airport due to the low vis and thought we were closer to the runway than we were.When reaching to preset the departure frequency I realized we were still on Ground and were cleared to takeoff on the ground control frequency (The same controller was working both) so I switched to tower. After switching to tower I heard our company aircraft; Aircraft Y; checking in on the ILS. It sounded like approach might have handed them over late. After this aircraft checked on the tower asked us if we had started rolling yet and we responded that we had not yet taken the runway. At this point we were between taxiway H and runway 7 on taxiway F. The tower controller once again asked us to verify that we were clear of the runway. We replied that we were clear of the runway and we were holding short. At this point we were holding short of Runway 7 on F and we could see on TCAS the inbound traffic was at 700 feet. The captain then asked me if we had entered the ILS Critical Area and neither one of us could remember passing the sign for one but we were not necessarily sure since we had been cleared for takeoff so early. Since vis was low with CAT II/III ops in effect; traffic on short final; and we were not sure if we were inside the ILS Critical Area or not (we were holding short of the runway) we decided to lean on the side of safety and reported to tower that we were inside the ILS critical area. The controller then instructed our company aircraft to go around; which they did. After they went around we were issued a new takeoff clearance and time in position to do our run up. We departed and completed our flight without any problems.After we departed we studied the jepp charts and could not find a ILS hold line depicted at RFD. Upon arrival [at our destination] we called RFD Tower on the phone and asked to clarify. The controller working our departure had already gone off duty but the controller we spoke to told us that the ILS Critical Area for Runway 7 was co-located with the hold short line and that we had not entered into the ILS Critical Area. He thanked us for taking a proactive approach to safety and said there were no issues. Looking back it seems we caused our company aircraft to unnecessarily go-around by erroneously reporting inside the ILS Critical Area. This was not intentional but since we were in doubt we leaned on the side of safety.,,,,B767 First Officer reported low visibility and communications breakdown between flight crew and ATC resulted in ground conflict.,,ASRS_DBOnline (1).csv,2019,2019,True,False,False,Outside flight-phase scope
1609187,201901,1201-1800,HSV.TRACON,AL,,,,10000.0,,,,,,,,Center ZME; TRACON HSV,,Globemaster (C-17),,,,IFR,,,Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center ZME,,King Air 100 A/B,,,,,,,Climb,,,,,,,,,,,,,,,,,,,,,,,,,,Facility HSV.TRACON,,Government,Approach,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 3,,Communication Breakdown; Situational Awareness,Party1 ATC; Party2 Flight Crew,,1609187.0,,,,,,,,,,,,ATC Issue All Types; Conflict Airborne Conflict; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance,,,Person Air Traffic Control,In-flight,,Human Factors,Human Factors,Aircraft Z was climbing out of 8;000 feet for 10;000 feet and higher with the Center. Aircraft X was switched to Center frequency north of HSV airport. Aircraft Y was climbing to 10;000 [feet] westbound. Aircraft X apparently heard the wrong Center frequency and subsequently never got a higher altitude. A few minutes later; Aircraft X called back to verify the frequency and was re-given the correct center frequency. At the time; Aircraft Z was inbound at 11;000 [feet] from the west so the Center could not climb Aircraft X since his communications switch was delayed due to the wrong frequency. Since Aircraft X never got his climb; Aircraft Y was on a conflicting heading with Aircraft X; now level at 10;000 [feet]. Center called to ask what was going on. I immediately issued a 180 degree turn and called traffic to Aircraft Y to increase separation. I am unsure of the distance between Aircraft X and Aircraft Y when the turn was given; it appeared to be less than 5 NM. The volume of traffic was high and the complexity was avg. There were numerous VFR pop up aircraft and military practice approaches at the time of the event. The airspace at HSV should be split off (east radar and west radar) more often but we cannot due to staffing. Our minds are not 100% where they should be because we are having to worry about money. We are not being paid this week and I have numerous bills. I am check to check and this added stress could be a factor to me not seeing the conflict.,,,,Huntsville TRACON Controller reported a loss of separation due to one aircraft not hearing the climb clearance.  Reporter also stated position should be split; and was worried about money during the government shutdown.,,ASRS_DBOnline (1).csv,2019,2019,True,False,False,Outside flight-phase scope
1609832,201901,1201-1800,TNCM.Airport,FO,,,,,,,,,,,,Tower TNCM,Air Carrier,Commercial Fixed Wing,,,Part 121,IFR,Passenger,,Takeoff / Launch; Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower TNCM,,Commercial Fixed Wing,,,Part 121,IFR,,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; First Officer,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,Situational Awareness; Confusion; Communication Breakdown,Party1 Flight Crew; Party2 Dispatch; Party2 ATC,,1609832.0,,,,,,,,,,,,ATC Issue All Types; Flight Deck / Cabin / Aircraft Event Other / Unknown,,,Person Air Traffic Control; Person Flight Crew,In-flight,Air Traffic Control Issued Advisory / Alert; Air Traffic Control Issued New Clearance; Flight Crew Became Reoriented; Flight Crew Requested ATC Assistance / Clarification,Human Factors; Procedure,Procedure,We started our day with the flight plan locked out by dispatch. Our dispatcher wanted to know if we were willing to accept a 9 knot tailwind on takeoff so we could use Runway 28 (which heads out to sea) instead of Runway 10 (which points at a low mountain range). Due to climb gradients; we couldn't use Flaps 25 on Runway 10; and that meant we couldn't accommodate all passengers. The Captain and I considered all factors and agreed that we could safely accept a 9 knot tailwind but nothing more. Even though there are ATIS and clearance delivery frequencies published at TNCM; they were not being used. The tower controller was doing it all; he was clearance delivery; he gave push and start clearance in the ramp area; he gave weather reports; he was ground control and tower. He was very busy and his tone of voice on the radio hinted at being overworked. When we contacted him for our clearance; he said it was 'on request.' I also advised him we would need Runway 28 for operational necessity. I felt I'd taken a stressful day and made it worse. He said it might be a long delay because he was working a lot of aircraft inbound to Runway 10. He gave me the latest weather; which included a report of wind '090 at 10 knots.' This was above our 9 knot limit we had talked about. We were already doing a Flaps 25 takeoff with a 27k bump just to do 9 knots of tailwind. 10 knots wasn't going to work for us. The Captain called our dispatcher to advise him of this. He was having connection issues on his cell phone and kept having to walk outside to discuss the performance situation with our dispatcher. It was not an optimal communications situation. We eventually got [new performance data] for a Flaps 5; 27k bump takeoff on Runway 10. But we were going to have to bump 5 passengers to get down to our MTOW. Since the passengers were already on board; this presented a new problem. How do you entice folks who've already checked out of their hotel and are headed home to spend another night in TNCM? The gate agents got on board and started their 'auction' of incentives to get volunteers to stay behind. The process lasted nearly an hour; for reasons I can't fathom. Throughout this process; we had a virtual parade of ground personnel and flight attendants through our flight deck; advising us of what was happening and keeping us apprised of the worsening mood in the back. We finally got the flight close out and called the (overworked) tower controller to get clearance to push. At that time; I advised him we could accept Runway 10. In an almost condescending tone; he said 'Well; that is the runway we're using.' It's a small thing; but in retrospect it kinda set a tone; he wasn't going to entertain any unnecessary radio communications.At TNCM; it's common to get the clearance on taxi out. So this overworked tower controller read; in a rapid-fire fashion; our clearance. What we later found the clearance was is the following: 'PJM B520 STT LAMER; as filed. Maintain Flight Level 150.'It was so rapid fire I didn't write it down fast enough. However; I was looking at the flight plan and thought I heard what I expected to hear. So I read back; directly off the flight plan; this clearance: 'Direct PJM; L451; LAMER; as filed; maintain Flight Level 150.' The controller stated 'Readback correct.' He then gave us taxi instructions. Not quite believing the controller's assurance that my readback was correct; during taxi out; I tried at least 4 times to query the controller to verify our route. My transmissions were continuously blocked due to frequency saturation. I finally got through to the controller and asked him if he had a departure procedure for us to fly or if he just planned to give us vectors. He said he'd give vectors. We were cleared to 'line up and wait on Runway 10 behind Aircraft Y on final.' The [aircraft] in question was at least 3 miles out. I've NEVER been told to line up and wait behind traffic that's 3 milesfrom landing. We complied; but it was another factor that got us out of our comfort zone. On departure; we were given multiple vectors; then cleared 'Direct JUICE.' JUICE was not on our flight plan. The Captain quickly typed it in; then asked the controller to verify our route after JUICE. What followed was a bizarre series of questions that seemed to be the departure controller's attempt to fix blame. He'd say things like 'Didn't you get a proper clearance before takeoff? How is it you know the correct altitude to go to; but you don't have the correct route? How come you know how to go to JUICE but not the rest of your route? I'm looking at your clearance strip and you are NOT supposed to go to SLUGO after JUICE.' Stuff like that. Meanwhile; we were about 30 seconds from crossing JUICE and I had no idea which way to turn after that. With confusion still reigning supreme; the departure controller handed us off to San Juan. After the Captain quickly explained our situation to San Juan; we thankfully got a course to fly after JUICE. It is our belief that we were on our assigned route the entire time and did not deviate from what we were instructed to do. We just needed clarification of our route after JUICE. However; it could have gone very badly. Factors included complicated performance planning on a very performance-limited runway. Stressors included having to bump passengers; a very busy tower controller who was close to being overwhelmed; and an inaccurate hearback/readback; with the controller hearing what he expected to hear just as I did. I know it's common in the Caribbean to get clearances on taxi-out; but it's not an optimal situation; especially with changes to our routing. It effectively takes the captain out of the loop as he/she is taxiing. After we discovered our mistake; we needed clarification in a timely manner. We didn't need to get an interrogation from the departure controller trying to figure out who to blame. In the end; we trapped our error and fixed it before deviating from our clearance. But it was close. Way too close.,,,,Air Carrier First Officer reported pre-departure ATC communication difficulties almost led to a track deviation departing TNCM.,,ASRS_DBOnline (1).csv,2019,2019,True,False,False,Outside flight-phase scope
1609972,201901,0601-1200,FFZ.Airport,AZ,,,0.0,,,,,,Daylight,,,Tower ZZZ,Personal,Small Aircraft,,,Part 91,,Personal,,Taxi,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helicopter,,,,,,,Landing,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 35; Flight Crew Total 5900; Flight Crew Type 2350,,Communication Breakdown,Party1 Flight Crew; Party2 ATC; Party2 Flight Crew,,1609972.0,,,,,,,,,,,,ATC Issue All Types; Conflict Ground Conflict; Critical; Deviation / Discrepancy - Procedural Published Material / Policy,Horizontal 50; Vertical 50,,Person Flight Crew,Taxi,Flight Crew Took Evasive Action,Human Factors; Procedure,Procedure,While taxiing into the hangar area on Taxiway B I came close to a helicopter approaching to land. He was approaching from my right and the landing spot was also to my right adjacent to the taxiway. I did not see him immediately as my view to my upper right is blocked by the sun-shield on my canopy. When I first saw him he was at my 2 o'clock at a low altitude as he was executing a go-around. I stopped immediately until he had passed in front of me. Then I proceeded and turned right two hangar rows passed the conflict point and as I exited that hangar row headed for my hangar row; I saw him making another approach in front of me. I immediately stopped to let him land. He saw me and hovered for a moment to make sure I was going to stay stopped. The normal procedure at this airport is: I am cleared to the ramp by the Tower and told to monitor the ground frequency which I was doing. The helicopters are cleared to land by the Tower at their own risk. If he is cleared to land after I switch from the Tower frequency to Ground; I will not hear that transmission. That was the case here; I assume; as I never heard him cleared to land. Since we are on different frequencies it makes for potentially dangerous situation. I have talked to the Tower about this previously but got no response.,,,,Small aircraft pilot reported a conflict with a helicopter while taxiing in the ramp area at FFZ airport.,,ASRS_DBOnline (1).csv,2019,2019,True,False,False,Outside flight-phase scope
1610813,201901,1201-1800,ZZZ.TRACON,US,,,,4500.0,,,,,,,,TRACON ZZZ,Military,Stratotanker 135,,4.0,Part 91,IFR,,,Descent,Vectors,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRACON ZZZ,Military,Fighter,,2.0,Part 91,IFR,Tactical,,Initial Approach,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Facility ZZZ.TRACON,,Government,Approach,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 2,,Situational Awareness; Communication Breakdown,Party1 ATC; Party2 Flight Crew,,1610813.0,,,,,,,,,,,,ATC Issue All Types; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Air Traffic Control,In-flight,Air Traffic Control Issued New Clearance; Air Traffic Control Provided Assistance,Human Factors; ATC Equipment / Nav Facility / Buildings; Aircraft,Ambiguous,I was vectoring Aircraft X for a RWY32 ILS Approach into ZZZ from the south. He was too high to intercept the localizer below glideslope so I issued him a vector across the localizer (to the east) for descent. There was a flight of two [military fighters] in trail so I didn't want to use the west side of the localizer. The MVA on the east side of the localizer is 3900 so I issued a descent to 4000 and told him to expect a turn back towards the localizer in a few miles. Approximately 2-3 miles later I issued the turn back to the localizer with no response. I tried multiple times on different transmitters without a response. Aircraft X was now approaching a 5900 MVA and descending through 5500. I keyed up on guard frequency to attempt to issue the turn again which Aircraft X responded to and advised that they could no longer hear me on the original frequency of [VHF]. Aircraft X executed their turn approximately 1 mile away from the 5900 MVA descending through 4500. I instructed Aircraft X to expect vectors on guard or to change to my frequency [UHF] if able. Aircraft X came up on [UHF] and no further communication issues were noted. I could have kept Aircraft X at 6000 until he began his turn back toward the localizer but I wanted to ensure he had enough time for descent to be below the glideslope. I was also running out of airspace and would have needed a point out with [Center]; so I opted to start Aircraft X's descent early. I also probably should have issued a low altitude alert on guard; but wanted to attempt the turn away from the MVA while I still had time.,,,,TRACON Controller reported no response from a military aircraft until using guard frequency. Flight was then switched to UHF and turned before entering a higher MVA.,,ASRS_DBOnline (1).csv,2019,2019,True,False,False,Outside flight-phase scope
1611891,201901,0601-1200,DWH.Airport,TX,,,0.0,,,VMC,10,,Daylight,12000,,Tower DWH,Personal,Skyhawk 172/Cutlass 172,,1.0,Part 91,,Personal,,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower DWH,Other unknown,Any Unknown or Unlisted Aircraft Manufacturer,,,,,Other unknown,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Total 181.7; Flight Crew Type 181.7,,Situational Awareness,,,1611891.0,,,,,,,,,,,,ATC Issue All Types; Conflict Ground Conflict; Less Severe; Deviation / Discrepancy - Procedural Clearance,Horizontal 50; Vertical 100,,Person Flight Crew,Other takeoff roll,General None Reported / Taken,Human Factors; Procedure,Procedure,Tower cleared my aircraft for takeoff on Runway 35L at DWH without delay for landing traffic. When I rolled my aircraft to the runway center line; I noticed another aircraft exiting the runway that hadn't cleared. I queried Tower prior to starting my takeoff to ask if the aircraft cleared the runway; and Tower directed me to disregard and start my roll. As I neared that end of the runway; I noticed the aircraft had not exited the runway. Another aircraft was on the runway while I was taking off causing a close encounter.,,,,C172 pilot reported accepting takeoff clearance from the Tower while another aircraft was still on the runway.,,ASRS_DBOnline (1).csv,2019,2019,True,False,False,Outside flight-phase scope
1612267,201901,0001-0600,OGG.Airport,HI,,,0.0,,,,,,,,,Tower OGG,Air Carrier,Widebody; Low Wing; 2 Turbojet Eng,,2.0,Part 121,IFR,Passenger,,Takeoff / Launch,,Class C OGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower OGG,Air Carrier,Large Transport; Low Wing; 2 Turbojet Eng,,2.0,Part 121,IFR,Passenger,,Final Approach,Visual Approach,Class C OGG,,,,,,,,,,,,,,,,,,,,,,,,Facility OGG.TOWER,,Government,Local,Air Traffic Control Fully Certified,,,Confusion; Communication Breakdown; Situational Awareness,Party1 ATC; Party2 ATC; Party2 Flight Crew,,1612267.0,Facility OGG.TOWER,,Government,Coordinator,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 2,,Communication Breakdown; Situational Awareness; Confusion,Party1 ATC; Party2 ATC,,1612259.0,ATC Issue All Types; Conflict Airborne Conflict; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Air Traffic Control,In-flight,Air Traffic Control Separated Traffic; Air Traffic Control Issued New Clearance; Flight Crew Requested ATC Assistance / Clarification,Procedure; Human Factors,Human Factors,I was working LC (Local Control) during this event. RWY 20/23 were in use. Minutes prior to the event; Aircraft Z had twice attempted to land RWY 20; but had to go around due to a tailwind on final. However; our equipment indicated that the north and south field winds were consistently displaying winds that favored the current configuration. Aircraft X was holding short of RWY 20 with Aircraft Y (not on my frequency) on an 8 mile final. I cleared Aircraft X for takeoff and issued the traffic on final. My CC (Cab Coordinator) then received a call from HCF that Aircraft Y was on a visual approach and would be entering a right downwind for RWY 2. Our CC informed him that Aircraft X was passed the hold short bar and was taxiing onto the runway. While my CC was on the line with HCF; Aircraft Y checked in. Initially; I did not hear that he had been issued a right downwind for RWY 2. I thought he had requested it. I told him unable; because Aircraft X was departing. I told him to 'Say intentions.' He responded with uncertainty about landing RWY 20; because of the previous pilot report from Aircraft Z. I gave him the current north and south field winds and asked if he could continue for RWY 20. He seemed hesitant; but agreed to give it a shot. Aircraft X made a slow turn onto the runway and proceeded to inform Aircraft Z of what information he had on the winds and nearby windsock. Aircraft Y was on a 3 mile final. Aircraft X departs without incident and is well off the departure end by the time Aircraft Y lands. Aircraft Y exited the runway and no separation was lost. My concerns: RWY 20/23 operations are rare here at PHOG. There are a lot more traps on this configuration and it requires a lot more careful planning with departing aircraft. Part of the reason for this is because we have a very small range of headings we can issue due to the mountain ranges on either side of the airport. The winds were swirling at the time and aircraft were having to go around or land long due to this. HCF never coordinated an opposite direction approach for Aircraft Y until they had already switched communications to us. They did not ask if we were about to depart anyone and then coordinate an opposite direction approach for Aircraft Y. With Aircraft X; a heavy departing; wake turbulence would become an issue when trying to get Aircraft Y in for right traffic to RWY 2. Aircraft Y would have to extend their downwind at 1500 feet; while Aircraft X starts a climbing left turn above them at 2100 feet; unless taken off the SID (Sweep 2 Departure).We did not have a lot of time to act and come up with a safe plan. I was unaware that Aircraft Y was on a right downwind for RWY 2 until he was 7 miles north of the airport and checked in with me. I tried to convince him to stick with RWY 20; because the winds displayed by my equipment favored that runway; and also because Aircraft X heavy was departing.Had there been proper coordination by HCF; we could have held Aircraft X short of RWY 20 and accommodated Aircraft Y's request to land on RWY 2. Aircraft X had a slow takeoff roll because they were trying to assist Aircraft Y's approach to RWY 20 by informing them of their experience of the field conditions. This caused a possible compression issue to exist. In the event Aircraft Y had to go around; there could be a loss of wake turbulence separation with a [smaller aircraft] following a heavy aircraft with limited vectors available to separate the two aircraft.My recommendations: HCF should be familiar with the LOA (Letter of Agreement) concerning opposite direction operations. We rarely deal with such operations and things happen quickly in these instances. HCF should improve their coordination with our facility and seek the approval of doing something out of the ordinary; rather than issue the aircraft abnormal instructions; switch them to us; and then inform us what the aircraft will be doing; with little time for us to fix it. Overall; an imminent situation was created due to the lack of proper coordination; but luckily avoided due to the pilots being willing to accept RWY 20. When it comes to safety; we should be working hard for the pilots; and not the other way around.,,RWY20/23 in use. Low level windshear advisories were in effect. We received multiple reports of aircraft experiencing tailwinds on final RWY20 but the surface wind showed 180/18 consistently. I was working Cab Coordinator (CC) and was having difficulty coordinating effectively with HCF Approach for about an hour prior to the event due to the attitude of the controller. LC cleared Aircraft X for takeoff RWY20. Aircraft Y was on an 8nm final RWY20 with scratchpad coordination indicating he was on the RNAV GPS approach to RWY20. HCF Approach calls me for coordination just as I was about to call him for a rolling call for Aircraft X. He says 'Aircraft Y is on a visual approach to RWY2; he is on the right downwind and will circle south of the airport and land on RWY2.' This was not a request for an opposite direction operation; he was telling me that Aircraft Y was already given the instructions. I informed him that Aircraft X was departing on the SWEEP2 departure; a SID that has the aircraft start a climbing left turn out of 2;100 and double back to the VORTAC located on the airport; which would put Aircraft X head on; opposite direction; with any aircraft on the right downwind to RWY2. The controller seemed surprised that Aircraft X was departing and asked several times about where exactly Aircraft X was. I told him multiple times that Aircraft X was on the runway and had begun the takeoff roll. I told him multiple times 'Unable Aircraft Y opposite direction operation'. He responded by saying; 'Okay; then Aircraft X; hold for release'. I responded with 'Unable; he's already rolling'. He then said 'Aircraft X is in direct conflict with Aircraft Y'. I agreed with him and again denied his request for the opposite direction operation. He ended the coordination by asking if we were talking to Aircraft Y. I responded in the negative since the last I knew; we did not have Aircraft Y on frequency. As the coordination was being terminated; I heard LC clear Aircraft Y to land RWY20. I keyed up the shout line to HCF and said 'We have Aircraft Y'. Aircraft X departed safely without incident and Aircraft Y landed RWY20 without incident. While I was on the line attempting to coordinate; Aircraft Y checked in on our frequency without me knowing. Aircraft Y informed LC that he was on a visual approach to RWY2 and was entering the right downwind. LC issued the surface wind; which heavily favored RWY20 and asked him to say intentions. Aircraft Y expressed concern about landing RWY20 due to pilot reports of tailwinds on final approach. Aircraft X was on the runway beginning his takeoff roll and offered advice to Aircraft Y based off the windsocks and suggested RWY20 as the better option. Aircraft Y decided to make a straight in to RWY20 and landed without incident. HCF cleared Aircraft Y for a visual approach to RWY2 and enter the right downwind; switched the aircraft to our frequency; and then initiated the coordination for an opposite direction operation. The main problem at hand was that an opposite direction operation was initiated by approach without prior coordination with the tower.This situation had the potential to be significant and extremely dangerous. The LOA (Letter of Agreement) between OGG TWR and HCF Approach states that an opposite direction operation arrival must be coordinated with the tower. An opposite direction arrival on RWY2 must be at least 25nm from the threshold by the time the departure off RWY20 is airborne and issued a turn to heading 185. This situation does not even fall into the scope of the LOA because the arrival was inbound from the north to land on RWY2; which put him head on with the departing Aircraft X; which would be making a climbing turn and reversing course. An opposite direction operation such as this would require clear coordination prior to any control instructions being given to a pilot; but that is not what happened. I would recommend the controller working at HCF be reminded of the importance of properly coordinating opposite direction operations; especially being that it is a top 5 issue throughout the FAA. Furthermore; I would recommend HCF be reminded about the LOA between the tower and approach. A better understanding of the LOA could have avoided the development of this situation by coordinating in a timely fashion; before the control instructions were given to Aircraft Y. Additionally; I would recommend the HCF controller try to adopt a more positive attitude when coordinating with the tower. There have been many; many instances of unprofessional behavior on both the tower and approach's part throughout the years and there is definitely animosity between the two facilities. But when it comes to the safety of the flying public; we have to set our differences aside and work as a team. This is an example of what can happen when the relationship of the tower and approach control breaks down. We narrowly avoided a disastrous situation with two air carriers flying head on. This situation was easily avoidable with proper coordination.,,Maui Tower Controllers reported resolving a head-on conflict caused by untimely coordination from HCF.,,ASRS_DBOnline (1).csv,2019,2019,True,False,False,Outside flight-phase scope
