 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1743200,202005,,ZZZ.Airport,US,,,0,,,VMC,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,,,Landing; Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 46; Flight Crew Total 9140; Flight Crew Type 3035,,Situational Awareness,,,1743200,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; First Officer,,Flight Crew Last 90 Days 27; Flight Crew Total 1158; Flight Crew Type 1158,,Distraction,,,1743209,Aircraft Equipment Problem Less Severe,,,Person Flight Crew,,General Maintenance Action,Aircraft; Human Factors; Environment - Non Weather Related,Aircraft,"Had a BRAKES auto brake fault ECAM on landing. Taxi to gate was normal. Autoparked Gate X. Set parking brake and realized immediately that the aircraft was slowly moving. Applied normal brakes to stop aircraft. Reapplied parking brake. Ground crew gave us the chalks in signal. It pains me to write this because I am a brake pressure fanatic; but since this was my first trip in over 2 months; my scan was rusty; and I didn't verify the brake pressure; and this happens. Pressure was definitely normal with the second parking brake attempt. Sent report and called maintenance.",,"During the short taxi in from Runway XX in ZZZ to Gate X (less than 3 minutes) we parked the aircraft with both engines running since we were still within the 3 minutes cool down period. As the Captain set the brake; and before he can verbalize 'Brake Set' the aircraft began to move forward. The Captain immediately stepped on the pedal brakes and stopped the aircraft. Prior to landing we received a ECAM message 'AUTO BRAKE FAULT' which went away after a few seconds.  After landing we had normal braking and steering. At the time we didn't think anything of it; but after we reset the brake after the movement at the gate we thought they might be connected.  We reported it and called maintenance.",,"Air carrier flight crew reported a brake issue on landing and re-occurring at the gate. Captain stated lack of flying was a contributing factor.",
1743306,202005,0601-1200,GVQ.Airport,NY,100,,,1600,,VMC,10,,Daylight,,,UNICOM GVQ,FBO,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,,,Part 91,None,Training,,Climb,Other VFR Traffic Pattern,Class E GVQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICOM GVQ,Other UNKNOWN,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,,,Part 91,,Other UNKNOWN,,Final Approach,Other VFR Traffic Pattern,Class E GVQ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Not Flying,Flight Crew Commercial; Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor,Flight Crew Last 90 Days 66; Flight Crew Total 852; Flight Crew Type 721,,Communication Breakdown; Distraction; Training / Qualification,Party1 Flight Crew; Party2 Flight Crew,,1743306,,,,,,,,,,,,Conflict NMAC,Horizontal 300; Vertical 100,,Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Airport; Human Factors; Procedure,Human Factors,"Winds Were 150 at 5 to light and variable depending on the AWOS report issued. Sky clear and Visibility unlimited. My student and myself were enroute to an airport to practice pattern work and landings. We picked up the AWOS weather and it was reporting winds variable at 4 knots; skies Clear and 10 miles Visibility. I planned Runway 28 as that is the calm wind runway. As we got closer we heard a Cessna using Runway 10; when picking up the AWOS again the winds updated to 150 at 5 knots. This made sense for the use of runway 10 as it was favored. We joined the pattern and did multiple touch and go landings with the Cessna in the pattern before they departed to the north. We continued to do a couple more Touch and Go's as the only plane in the pattern.Upon one of the Touch and Goes I noticed a plane entering upwind for Runway 10. I hadn't heard this traffic on the CTAF frequency. I only noticed the plane on ADS-B in display and didn't have a visual. I wasn't sure if the plane was flying over the runway to join either the teardrop or direct entry for Runway 10. It became clearer that the plane was going to join on the crosswind and was now in sight. By this point we were climbing out and the plane started a turn towards the crosswind leg. I attempted multiple times to reach the aircraft without reply. The other aircraft; a PA28; then made a shallow turn as I took controls and pulled back to increase the climb and entered a turn to the right in an attempt to fly behind their flight track. Out ADS-B display showed -100ft and the other aircraft passed about 300 feet behind us. I extended our upwind for approximately 30 seconds to get space from the aircraft and announced that we would be following that aircraft on the crosswind. Upon the crosswind turn my student noticed that he was turning final for Runway 28. I announced that I was turning downwind for Runway 10 and had the traffic final for Runway 28 in sight. I wanted to mention his position since there was another high wing aircraft in taxi to Runway 10 for departure. Unicomm tried calling the aircraft multiple times as well for their intentions without reply. I then departed the pattern and flew back to my home airport for landing.",,,,"A Pilot giving instruction at a non towered airport reported a NMAC with an aircraft in the pattern not responding on the Unicom frequency.",
1743311,202005,1801-2400,ZZZ.Tower,US,,,300,,,,Partly cloudy to clear; 10,,Daylight,,,Tower ZZZ,Personal,Citation I/SP (C501),,1,Part 91,IFR,Personal,GPS; FMS Or FMC,Landing; Final Approach,Visual Approach,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Main Gear,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Commercial,Flight Crew Last 90 Days 23; Flight Crew Total 4100; Flight Crew Type 1100,,Troubleshooting,,,1743311,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Ground Strike - Aircraft; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Aircraft Aircraft Damaged; Flight Crew Requested ATC Assistance / Clarification,Aircraft,Aircraft,"At approximately 7PM local time; during my final approach to ZZZ; Runway XXR; I lowered my landing gear and received 2 of 3 green lights. The left main landing gear light was dark and the warning horn sounded. I recycled the gear once with the same result. I reported my situation to the Tower and requested that they visually report whether they saw all three gear down and they affirmed to the effect 'all three gear down'. I also recall a [Company] pilot taxiing northwestwardly either on Charlie or Mike toward the main terminal as reporting that he too observed all three gear down. The Tower asked my intentions - whether I would proceed with landing. I inject here that this same left landing gear light indicator in years past had failed to light only to find that it was the indicator light and not the gear. That experience factored into my decision and response to the Tower that I would proceed to land. Upon touching down in the vicinity of where Runway XXR crosses Runway XY and where taxiway Kilo crosses Runway XXR; the left main gear collapsed. I skid down Runway XXR veering leftwardly through the XXR/taxiway Lima intersection onto to the grassy area between XXR and taxiway Mike; coming to a stop in that grassy area. I shut down both engines; exited the aircraft; and disconnected the battery; by which time the Fire Dept. trucks; airport operations and Houston police were on their way; arriving very promptly.",,,,"Citation CE 501 pilot reported the left main gear collapsed on landing and the aircraft departed the runway.",
1743412,202005,0601-1200,HNL.Tower,HI,,,,,,,,,,,,Tower HNL,Air Carrier,Commercial Fixed Wing,,2,Part 121,,,,Landing,,Class B HNL,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower HNL,Air Carrier,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,2,Part 121,IFR,,,Landing,,Class B HNL,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1743412,,,,,,,,,,,,ATC Issue All Types; Conflict Ground Conflict; Critical; Deviation / Discrepancy - Procedural Clearance; Ground Incursion Runway,,,Person Flight Crew,In-flight,General None Reported / Taken,Procedure; Human Factors,Procedure,"We were vectored to the visual approach for Runway 8L. Per ATIS instructions; I had informed Honolulu Approach on initial contact that we would be unable to LAHSO. After being cleared for the approach; we were swapped to Honolulu Tower; and were given the instruction 'Cleared to land Runway 8L; hold short Runway 4L.' I informed the Tower Controller that we were unable to LAHSO; and that we had informed Approach Control of that fact. Aircraft Y; on the visual approach to  Runway 4R was then given the clearance to sidestep to Runway 4L and hold short Runway 8L (we later saw on the Jepp page that this left Aircraft Y; 3;700 feet to stop before our Runway). Touchdown on 8L was normal; about near the end of the touchdown zone due to gust additives. We had autobrakes 2 set per FDP data. As we were decelerating through approximately 80 knots; I took over control from the First Officer; and ATC suddenly gave us the clearance 'Aircraft X; hold short Runway 4L.' I told the First Officer 'Unable;' and transitioned to manual braking. The First Officer informed the Tower of this fact (I believe this transmission was blocked); and the Tower Controller told us 'Just stop right there' in an elevated tone. The First Officer responded 'We're doing our best; but we can't accept that LAHSO' and I stopped the aircraft via manual braking as quickly as possible at our landing weight of 304;600 lbs. We came to a stop just past Taxiway E; just prior to the Runway 4L LAHSO line. The Aircraft Y landing 4L appeared to be heavily braking; and just managed to stop before crossing onto Runway 8L. I would estimate the distance between the aircraft once stopped to be approximately 1;000 feet.",,,,"Pilot reported ATC instructing them to hold short of a runway due to a small aircraft landing on another runway.  Pilot advised ATC unable to LAHSO but did so.",
1743435,202005,1801-2400,ZZZ.Airport,US,,,2500,,,VMC,,,Daylight,,,Tower ZZZ,,Light Transport; Low Wing; 2 Turbojet Eng,,2,Part 91,IFR,,,Initial Approach,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Communication Breakdown; Distraction; Situational Awareness,Party1 Flight Crew; Party2 Flight Crew,,1743435,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach,,,Person Flight Crew,In-flight,Flight Crew Executed Go Around / Missed Approach,Human Factors,Human Factors,"We were completing the last leg of a three flight pattern with a non-revenue flight into ZZZ.  There [were] no passengers or crew in the back of the airplane. Weather conditions were very good with unrestricted visibilities; light winds; and some light turbulence.  ZZZ is very well known to both pilots having been home airport to both during their career. The pilots are both PIC's; well acquainted and friendly with each other; and work very well together.  I was PIC; flying the leg from the left seat; and it should be noted this was only my 4th approach and landing in over two months due to COVID-19 related Ops stand-downs and vacation.  Approximately 25 miles south of the airport; we called the airport in sight and were cleared for a visual approach to Runway XL. The airplane was on profile; with appropriate speed and altitude and I began to configure and reduce speed and line up for final approach.  The tuned ILS was on glide path and just left of centerline at about 10 miles out; at flaps 10deg and approximately 220 kts; and already cleared to land. Then; the other pilot asked me about a landmark near the Airport which was off our right wing. It was a clear violation of sterile cockpit and I allowed myself to be distracted during a critical phase of flight and pointed the landmark out to him. When I returned my attention to the airplane; it was quickly evident we were now high; fast; and not configured properly.  I briefly considered deploying all drag possible and diving for the runway but quickly discarded that option.  The other pilot suggested asking the Tower for a left 360 deg turn.  Given that we were approximately 2;500 feet AGL and there was virtually no traffic at the time; I agreed with the suggestion. He made the request to the Tower; it was quickly approved; and I initiated the left 360 while continuing a gradual descent and continuing to configure.  We rolled out of the turn at three miles; on speed; on glide path; fully configured and stable.  We then continued the approach to a normal; uneventful landing.To me this was a clear case of pilot distraction brought on by an egregious violation of sterile cockpit rules by both of us.  Our familiarity with each other and a shared history of operating at this airport led us down the path of complacency.  The surprising thing to me was how quickly the airplane departed from the correct descent profile despite such a brief distraction.  I should have been much more vigilant in maintaining sterile cockpit; especially given my rustiness from a prolonged layoff from flying.  I also believe that over-friendliness and familiarity in a cockpit with your flying partner has the potential to be more dangerous than a crew that doesn't like each other since they are more likely to only focus on the job.  This incident was a wake up call for me to brief the absolute necessity of sterile cockpit especially with my friends.",,,,"Pilot reported an unstable approach and requesting a 360 turn on final from Approach. Reporter cited lack of flying and distractions during the approach as contributing factors.",
1743468,202005,1801-2400,AUS.Tower,TX,,,,2500,,Marginal,Turbulence,,,,,Tower AUS,Air Carrier,A320,,2,Part 121,IFR,Passenger,,Final Approach,,Class C AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; First Officer,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,Situational Awareness,,,1743468,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; Captain,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,Situational Awareness; Workload,,,1743470,Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter CFTT / CFIT; Inflight Event / Encounter Weather / Turbulence,,,Person Air Traffic Control,In-flight,Flight Crew Became Reoriented; Flight Crew Executed Go Around / Missed Approach; Flight Crew Took Evasive Action,Human Factors; Weather,Human Factors,"Cleared direct to BALLD fix to intercept the localizer at or above 3000 ft. Once at BALLD we were cleared for the approach. I put in 2100 and started down not realizing that SSHOE was a missing fix and was at 2500 ft. We received a low altitude from Tower and the Captain took [the] controls and climbed to 2500 ft. Double check all fixes are in the box when cleared to outermost fixes on approaches.",,"We were cleared direct to BALLD to intercept the localizer for [Runway] 35R and maintain 3000 ft. until BALLD. Pilot Flying (PF) set in 2100 ft. in the FCU instead of 2500 ft. for the next fix (SSHOE). Pilot Flying continued down to approximately 2100 ft. prior to SSHOE before being alerted by Tower of the altitude deviation. PF did not correct the altitude deviation immediately. Captain took control of the aircraft in order to climb back up to 2500 ft. as published. Soon thereafter; Tower reported wind shear was being reported on the landing runway. Captain initiated a go-around. During the go-around procedure after the flaps were selected to 'zero' we received a momentary flap over-speed warning. After diverting to ZZZ the flaps were inspected by maintenance indicating no mechanical issues. In addition; the post flight report provided no indication of a flap over-speed ECAM.I should have been more cognitive as to what the PF was selecting in the FCU in comparison to our present trajectory on the approach path along with delegating my duties as the Pilot Monitoring. My attention had been going back and forth between configuring the aircraft for landing; monitoring the appropriate approach path; trying to confirm a safe distance from threatening weather; followed by reports from the Tower of possible wind shear on the landing runway. All of these factors made a go-around almost imminent which resulted in an unnecessary self-induced high workload and chain of events that could have been avoided all together with better planning and communication.",,"A320 flight crew reported receiving a low altitude alert from AUS Tower on approach to Runway 35R.",
1743547,202005,0601-1200,ZZZ.Airport,US,,0,10,,,,10,,,4000,,CTAF ZZZ,Personal,Amateur/Home Built/Experimental,,1,Part 91,None,Personal,,Landing,Visual Approach,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,1,,,,,,,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 15; Flight Crew Total 700; Flight Crew Type 183,,Situational Awareness; Communication Breakdown; Time Pressure,Party1 Flight Crew; Party2 Flight Crew,,1743547,,,,,,,,,,,,Conflict NMAC,Horizontal 300; Vertical 100,,Person Flight Crew,Other landing,Flight Crew Took Evasive Action,Human Factors,Human Factors,"I was landing Runway XX (calm wind runway) as was all other traffic; it was busy. Winds were variable at 4 kts. I announced all my positions in the pattern. Came around to final and runway was clear. When 10 ft. off of [the] runway; ready to land a Consolidated Vultee; BT-13A appeared 300 ft. in front of me. It was landing in the opposite direction. I radioed 'go around' and immediately put in full throttle; trimmed and veered to the right while sustaining a go around airspeed. I then radioed 'traffic advisory?'; because I did not see where the other plane had gone; if he became airborne for some reason. I wanted to know his intentions if he was back in the pattern. He made no radio calls in this situation. I was unaware that he was in the airport vicinity. By the time I came around again and landed he was tying down his aircraft. I talked to him asking him if he had a radio and he did; so I informed him that I never heard him and he recognized that he wasn't hearing anybody else so he flew in the direction the windsock was indicating. He also stated that he saw me before I saw him and that his response was to dive his plane down to the runway. In doing so he built up airspeed and developed a side load on one of his landing gear. This bent his gear and skidded him down the runway on one wheel and turned the plane wings vertical (according to a witness on the ground). I don't know if he hit a wing tip on the ground or not.",,,,"Single pilot reported a NMAC with opposite direction landing traffic.",
1743562,202005,0601-1200,ZZZ.Airport,US,135,3,,2500,,Mixed,8,,Daylight,2500,,Tower ZZZ,,Small Aircraft,,1,Part 91,IFR,Passenger,,Initial Climb,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower ZZZ,,Any Unknown or Unlisted Aircraft Manufacturer,,,,,,,Landing,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,,Pilot Flying; Single Pilot,Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,Flight Crew Last 90 Days 55; Flight Crew Total 11000; Flight Crew Type 3000,,Situational Awareness,,,1743562,,,,,,,,,,,,ATC Issue All Types; Conflict Airborne Conflict; Deviation / Discrepancy - Procedural Clearance,Horizontal 6000; Vertical 500,,Automation Aircraft RA; Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Environment - Non Weather Related; Human Factors,Human Factors,"Due to COVID-19; ZZZ Tower had reduced staffing resulting in 1 Controller working Tower; Ground Control and Clearance Frequencies.  A relatively nice day and lifting of stay at home restrictions caused a very high amount of air traffic; with a mix of IFR and VFR; with a lot of training and pilots trying to get back to flying.  On departure we leveled at 2;500 feet flying runway heading (departed XXL); once above traffic that was staying in the pattern for XXR; we were given a right turn to 230.  In the right turn to 230; traffic was observed on TCAS at 12 o'clock; same altitude; opposite direction; just outside of a mile; increased rate of turn and initiated a climbed to 3;00 feet to ensure separation; returned to 2;500 feet when clear of traffic on 230 heading. Was handed off to ZZZ1 Departure with no further/other traffic conflicts and no apparent problems arising from our altitude deviation.",,,,"GA pilot reported experiencing an airborne conflict during departure having to take evasive action.  Reporter cited an increase in traffic due to the lifting of stay at home restrictions as a contributing factor.",
1743581,202005,0601-1200,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,4000,,CTAF ZZZ,Personal,Aeronca Champion,,1,Part 91,None,Personal,,Landing,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 43; Flight Crew Total 2350; Flight Crew Type 123,,Workload,,,1743581,,,,,,,,,,,,Ground Event / Encounter Loss Of Aircraft Control; Ground Event / Encounter Ground Strike - Aircraft; Ground Excursion Runway,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; General Maintenance Action; General Flight Cancelled / Delayed,Weather; Human Factors,Human Factors,"A wheel landing was made and the airplane was slowed without braking such that the tailwheel had been set down. At a speed of about 20mph; the left wing gained lift and the aircraft swerved to the right in a ground loop. Left rudder and left aileron inputs were made at the first indication of directional instability. The right main gear left the edge of the pavement and sank into the soft; wet surface; pulling the aircraft further to the right. The aircraft rolled forward into a drainage ditch approximately 6 feet deep containing low standing water; midway down the right side of the runway at an estimated speed of 10-15mph. Neither wing struck the surface; and the prop tips were not struck or damaged. When the aircraft nosed into the ditch; the front cowling was bent and the main landing gear were damaged. There were no injuries and there was no damage to property other than to the aircraft as described above.",,,,"Pilot reported a loss of directional control that resulted in a runway excursion and damage to the aircraft.",
1743603,202005,0601-1200,ZZZ.Airport,US,,,0,,,VMC,Strong crosswind,,Daylight,,,CTAF ZZZ,Personal,Cessna Single Piston Undifferentiated or Other Model,,,Part 91,VFR,Personal,,Landing,Visual Approach,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 16; Flight Crew Total 514; Flight Crew Type 288,,Situational Awareness,,,1743603,,,,,,,,,,,,Conflict Ground Conflict; Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,Other Landing,Flight Crew Took Evasive Action,Human Factors,Human Factors,"While landing at ZZZ; I failed to see two individuals mowing the runway edge on the right side in the 15 direction.  Both mowers were past the runway mid-point as I crossed the runway threshold; which slopes downward from North to South. As I approached the airport from the south; winds were perceived as being calm; until within 5 miles of the runway.  This assumption was also supported by monitoring ZZZ1 ASOS (Automated Surface Observing System) prior to reaching the area.During the downwind leg I did notice three vehicles in the vicinity of the airport; one was just outside the airport gate and two others in the parking area in front of the sole hanger at the airport.  The truck outside the airport had an empty trailer and one of the trucks inside the airport also had an empty trailer.  At mid-field downwind my thought was that the two trucks inside the airport were associated with some type of off-airport operation such as livestock feeding and were placed there for close loading.  A single individual mowing the field was noted between the area just south of the hanger and the airport fence.  No other obstructions were noted on the downwind leg. Since the airport is located within mountainous terrain; and the recommend departure pattern is RWY 15 due to rising terrain to the north.  The decision was made to land RWY 15; planning for a potential go-around as the winds were becoming an issue.  The wind was out of the west; as a direct crosswind; and the windsock was fully engulfed. Turning final at approximately 2 miles past the north runway threshold; airplane performance was constantly maintained in preparation for potential downdrafts in the area.  On short final; at the point of crossing the road; a minor down draft was detected and additional power was applied.At the Runway 15 threshold much attention was required to maintain runway alignment and my focus was on the windsock located on the left side of the runway just shy of the mid-point.  First touch down was made with the downwind main landing gear and it was at this point I noticed two individuals mowing the upwind side (right side of the runway) in the space between the runway lighting and the edge.  Both individuals were traveling in the 15 direction; the same direction as my landing.  The mowers were past the runway mid-point at this point but due to conditions; the crosswind; a short landing using only 1/2 of the runway was not possible. The crosswind was estimated to be near 15 knots and I had some difficulty maintaining runway alignment; with this the decision was made to continue the landing and favor the runway left side of the runway.  The goal was to place the greatest distance possible during rollout between the mower I could not avoid passing under the conditions.  Rollout was continued past the first individual and stop was completed prior to reaching the second mower.  Taxi back occurred; passing the first mower; and favoring the runway edge opposite the mower.  A kind way was received from the individual I passed.No runway markings; crossed Xes or any other markings existed on either end of the runway denoting runway closure.  The individuals mowing were traveling in the 15 direction making it difficult for them to see incoming traffic from the north.  No property or physical damaged occurred but a strong lesson was learned in doing a comprehensive scan of the runway environment before landing.  This may even be in the form of a flyby when difficult conditions are being faced to get a feel of the environment.  I apologized to the mower which I passed during the landing; later in the day once the individual came to the parking area; and the incident was passed off as a non-issue.  I was also told that many years past they would mark the runway during mowing but that they have not done so in recent years.",,,,"Private pilot encountered airport ground maintenance activity in vicinity of runway during landing.",
1743753,202005,1201-1800,ZZZ.Airport,US,,,,4000,,VMC,10,,Daylight,5000,,,Personal,Helicopter,,1,Part 91,None,Personal,,Landing,None,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 82; Flight Crew Total 1320; Flight Crew Type 97,,Situational Awareness; Training / Qualification; Confusion,,,1743753,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew; Person Other Person,,,Human Factors; Chart Or Publication,Human Factors,"It is possible that I may have landed within the boundaries of an area designated as wilderness.  First and foremost; I apologize if I did something wrong; it was never my intent; and it was purely accidental. For context; the subject flight involves the first flight out of my local training area; and one carrying my family in a helicopter for the first time.  I earned my helicopter pilot certificate approximately three months prior to the flight; I have a bit more than 90 hours total rotorcraft time.  The helicopter itself is an Aircraft X; and about XX years old; and lacks modern technology; including that required to definitively determine the wilderness boundary.  The landing area also lacks cellular service.Specifically; I took my family on our first overnight camping trip. We planned to camp and fish at ZZZ just to the north of the Name1 Wilderness. When we arrived at ZZZ; we realized that it is perched on a steep cliff and the river to fish was situated considerably lower; down a steep cliff. With young children; that presented a real challenge; so I flew back to the south (the direction we came from) to find the first available gravel bar with ample room for landing below the high water mark. I had understood from my helicopter training that it was important to land below the high water mark in any area around a river. I had no intention of flying; and did not think that I did fly; back into the Name 1 Wilderness. I executed a safe landing; had lunch and briefly fished with my daughter. My son and wife relaxed 100 yards away; close to where I parked the helicopter. Approximately 30 minutes after landing; two armed men on horseback approached my daughter and I from above and started verbally assaulting me for 'landing in the Name1'. I told them that I believed we landed outside of wilderness and offered to discuss my logic if they would step away from their firearms. There was a house; corral and road that I used for landmarks right by where I landed; and I know those do not exist within wilderness. My helicopter is approximately XX years old; so it does not have the latest navigational technology to show whether I was across the wilderness boundary or not. The area also lacked cellular service.  In any event; I apologized several times and tried to de-escalate the situation in any way possible. I suggested that they take a photograph of the helicopter if they would like; and to please stop using profanity and threats in front of my daughter.  I asked them to please back up a safe distance so that we could leave the area as soon as possible - regardless of whether we were right or wrong; I wanted to resolve the situation. They proceeded toward the helicopter where my wife was standing; and she was so scared that she got her bear spray to protect herself if needed. At that point; I approached her and reiterated to them that it was our intent to leave as soon as possible and they needed to back up so that we could depart. They backed up only about 50 yards; which required me to perform a high-power vertical take-off to avoid overflying them; putting their safety above that of my family. We returned to ZZZ where we camped overnight.Prior to the flight; I had done extensive research on backcountry and forest service regulations; and had fully briefed my destination. It is possible that I confused the relevance of the high water line to private property as relevant more broadly; including to the gravel bar where I landed.  Nonetheless; I had absolutely no intention of landing in designated wilderness. If I did; I apologize; it was completely unintentional. My family loves and enjoys the outdoors; we live in State X and do all we can to respect it and the animals and people in it.  The interaction that my family and I had with the two men was extremely upsetting; and I did the only thing that I thought I could do under the circumstance; which was to promptly vacate the area and file this report. Once again; my apologies if I did anything wrong.In the days following the event I have sought feedback on my actions from others with more experience; I have read and research regulations; and endeavored to better educate myself. I appreciate that as a pilot it is my responsibility to put myself of a path of continuous learning.  If the FAA wanted to do more to prevent events such as mine from happening; it would be extremely helpful if someone published a complete directory of BLM (Bureau of Land Management); forest service and wilderness regulations; or alternatively maintained a website with specific links to those rules for pilots; a phone number for each region with a contact person; and relevant travel plans for each forest or wilderness area. I attempted to do this research on my own; but still may have made a mistake.",,,,"Private Pilot flying a Helicopter landed in a wilderness area by mistake.",
