 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
ACN,Date,Local Time Of Day,Locale Reference,State Reference,Relative Position.Angle.Radial,Relative Position.Distance.Nautical Miles,Altitude.AGL.Single Value,Altitude.MSL.Single Value,Latitude / Longitude (UAS),Flight Conditions,Weather Elements / Visibility,Work Environment Factor,Light,Ceiling,RVR.Single Value,ATC / Advisory,Aircraft Operator,Make Model Name,Aircraft Zone,Crew Size,Operating Under FAR Part,Flight Plan,Mission,Nav In Use,Flight Phase,Route In Use,Airspace,Maintenance Status.Maintenance Deferred,Maintenance Status.Records Complete,Maintenance Status.Released For Service,Maintenance Status.Required / Correct Doc On Board,Maintenance Status.Maintenance Type,Maintenance Status.Maintenance Items Involved,Cabin Lighting,Number Of Seats.Number,Passengers On Board.Number,Crew Size Flight Attendant.Number Of Crew,Airspace Authorization Provider (UAS),Operating Under Waivers / Exemptions / Authorizations (UAS),Waivers / Exemptions / Authorizations (UAS),Airworthiness Certification (UAS),Weight Category (UAS),Configuration (UAS),Flight Operated As (UAS),Flight Operated with Visual Observer (UAS),Control Mode (UAS),Flying In / Near / Over (UAS),Passenger Capable (UAS),Type (UAS),Number of UAS Being Controlled (UAS),Aircraft Component,Manufacturer,Aircraft Reference,Problem,ATC / Advisory,Aircraft Operator,Make Model Name,Aircraft Zone,Crew Size,Operating Under FAR Part,Flight Plan,Mission,Nav In Use,Flight Phase,Route In Use,Airspace,Maintenance Status.Maintenance Deferred,Maintenance Status.Records Complete,Maintenance Status.Released For Service,Maintenance Status.Required / Correct Doc On Board,Maintenance Status.Maintenance Type,Maintenance Status.Maintenance Items Involved,Cabin Lighting,Number Of Seats.Number,Passengers On Board.Number,Crew Size Flight Attendant.Number Of Crew,Airspace Authorization Provider (UAS),Operating Under Waivers / Exemptions / Authorizations (UAS),Waivers / Exemptions / Authorizations (UAS),Airworthiness Certification (UAS),Weight Category (UAS),Configuration (UAS),Flight Operated As (UAS),Flight Operated with Visual Observer (UAS),Control Mode (UAS),Flying In / Near / Over (UAS),Passenger Capable (UAS),Type (UAS),Number of UAS Being Controlled (UAS),Location Of Person,Location In Aircraft,Reporter Organization,Function,Qualification,Experience,Cabin Activity,Human Factors,Communication Breakdown,UAS Communication Breakdown,ASRS Report Number.Accession Number,Location Of Person,Location In Aircraft,Reporter Organization,Function,Qualification,Experience,Cabin Activity,Human Factors,Communication Breakdown,UAS Communication Breakdown,ASRS Report Number.Accession Number,Anomaly,Miss Distance,Were Passengers Involved In Event,Detector,When Detected,Result,Contributing Factors / Situations,Primary Problem,Narrative,Callback,Narrative,Callback,Synopsis,

1714856,202001,1201-1800,SBA.Airport,CA,,,,2300,,VMC,,,Daylight,,,Tower SBA,Personal,Sail Plane,,1,Part 91,VFR,,,Final Approach,None,Class C SBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower SBA,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Initial Approach,Visual Approach,Class C SBA,,,,,,,,,,,,,,,,,,,,,,,,Facility SBA.Tower,,Government,Instructor; Local,Air Traffic Control Developmental,,,Training / Qualification; Communication Breakdown; Time Pressure,Party1 ATC; Party2 Flight Crew,,1714856,Facility SBA.Tower,,Government,Local; Instructor,Air Traffic Control Fully Certified,,,Communication Breakdown,Party1 ATC; Party2 Flight Crew,,1714858,ATC Issue All Types; Conflict Airborne Conflict; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter CFTT / CFIT,,,Person Air Traffic Control,In-flight,Air Traffic Control Issued New Clearance; Air Traffic Control Issued Advisory / Alert; Flight Crew Executed Go Around / Missed Approach,Procedure,Procedure,"Aircraft X was approximately 5 Miles NW of the field when Approach Control approval-requested a right downwind entry for Runway 25; capped 2;000 and above for other VFR arrival aircraft for Runway 15L. I approved the request; as soon as traffic permitted I allowed Aircraft X his VFR descent at pilot discretion when he was approximately 2 Miles NNE of the field. Aircraft Y was 5 Miles south of the field; eastbound; on the visual approach for Runway 25. I immediately recognized the conflict. I instructed Aircraft X to turn Base; at this time he was approximately 2.5 Miles NE of the field. I informed Aircraft Y of the glider traffic and instructed him to execute a 5 Mile left base; at this time Aircraft Y was approximately 5 SE of the field. Aircraft Y asked if he needed to extend; I said affirmative; enter a 5 Mile left base. Aircraft Y immediately turned inbound for a 3 Mile left base. Aircraft X was established on a 2 Mile final and at 80 kts. I instructed Aircraft X to go around; he responded unable due to his engine being shut down. I then told Aircraft Y to go around; climb and maintain 3;000; fly heading 255. Aircraft Y read back his instructions and began to climb. I then coordinated with Approach Control; Aircraft Y was on the Standard Missed and coming back to him for re-sequence; Approach Control requested a 200 heading. I issued the 200 heading to Aircraft Y and told him to contact departure. I thought Aircraft Y had started turning and I switched him; but he was not turning. I realized he was heading into a much higher MVA. I told Aircraft Y he needed to start his turn to 200; that he was entering an MVA of 5700 feet but he had already switched frequencies. Adequate initial spacing and sequence provided by approach controller. Compliance from the Aircraft Y pilot to enter a 5 Mile left base. Compliance from Aircraft Y pilot to take assigned headings. Ensuring the pilot is physically turning to assigned heading to avoid conflict prior to frequency change.",,"We took LC (Local Control) for training; I was the trainer. It was in the middle of our training session that approach approved a right down wind arrival for RWY 25. Glider Aircraft X was told to turn a 3mile right base for RWY 25. At that time Aircraft Y was switched to us about 6 miles south of the airport on a visual approach. The trainee told Aircraft Y about glider traffic and instructed Aircraft Y to turn 5 mile left base. The trainee expected Aircraft Y to enter a 5 mile final; however; Aircraft Y turned a 5 mile left base for a 2 mile final and at that time Aircraft X was on a 2 mile going 70 kts. We realized it was not going to work with Aircraft Y going 170 kts so we tried to send Aircraft X around. Aircraft x told us they couldn't go around because their engine was off; so we made the decision to send Aircraft Y around. Initially; Aircraft Y was told to fly northerly hoping to build some space; then they were told to expect to go around. They were given a climb to 030 and a 255 heading; but they never acknowledged and continued northerly. The trainee coordinated the go around with the approach controller; which told us to give Aircraft Y a 200 heading. The trainee gave Aircraft Y that heading and switched them to approach. The aircraft continued northerly into a 5700 feet MVA for another few miles before they started their turn. After reviewing and listening to the tapes; we concluded that there was a misunderstanding between us and Aircraft Y. We gave certain instructions; but didn't get the results we expected. We should have used more control instructions such as; extend your downwind I'll call your base. We also switched Aircraft Y a bit too early; especially since he was heading in a north direction into a 5700 feet MVA. We had visual on the aircraft at all times; but should have kept the aircraft until we observed the turn.",,"SBA Tower controllers reported miscommunication with pilot resulted in entering a higher MVA.",
1714982,202001,1801-2400,AVP.Airport,PA,,,,2800,,VMC,,,Night,,,TRACON AVP,Air Carrier,Regional Jet 200 ER/LR (CRJ200),,2,Part 121,IFR,Passenger,FMS Or FMC; GPS,Initial Approach,Visual Approach,Class E ZNY,,,,,,,,,,,,,,,,,,,,,,,,GPWS,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,,,,1714982,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; First Officer,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,,,,1715414,Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,,,Automation Aircraft Terrain Warning,In-flight,Flight Crew FLC Overrode Automation; Flight Crew Took Evasive Action,Environment - Non Weather Related,Environment - Non Weather Related,"Got a spurious EGPWS warning on visual approach for Runway 22 into AVP. We were on 2 mile right base intercepting between WEXIN and JULUT and just leveled off at 2800 feet (published glide slope intercept altitude for WEXIN/FAF). Clear of all terrain/towers; but still received warning. Disconnected autopilot and climbed up 100 feet and warning stopped.",,"On right base for the visual to Runway 22 at AVP at night. Flying to intercept ILS at WEXIN at 2800 feet MSL. GPWS warning for terrain went off with 'Pull Up.' We were clear of obstacles and terrain. The Captain disconnected autopilot and climbed 100 feet and the warning went away.",,"CRJ-200 flight crew reported a spurious GPWS warning on a visual approach at night.",
1714999,202001,0001-0600,ZZZ.Airport,US,,,5300,,,IMC,,,Daylight,,,TRACON ZZZ,Air Carrier,A319,,2,Part 121,,Passenger,FMS Or FMC,Initial Approach,,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,GPWS,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Total 4600,,,,,1714999,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Total 20000,,,,,1715001,Deviation - Speed All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,,,Automation Aircraft Terrain Warning; Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew FLC complied w / Automation / Advisory; Flight Crew Took Evasive Action,Aircraft; Environment - Non Weather Related,Ambiguous,"During descent into ZZZ on the RNAV arrival; I was the PF (Pilot Flying) and the CA (Captain) was the PM (Pilot Monitoring). ATC told us to expect Runway XXL and cleared us to point ZZZZZ on the ILS XXL approach. This clearance put the aircraft on an intercept to final from the north side of the approach course. At approximately 10-15 nm from ZZZZZ and in IMC; ATC cleared us to descend from 6;500 ft to 5;300 ft MSL. I descended and the aircraft leveled off at 5;300 ft. Shortly thereafter; and still in IMC; we received an aural EGPWS Caution ('CAUTION TERRAIN') followed immediately by an aural EGPWS Warning ('TERRAIN; TERRAIN PULL UP'). I immediately selected TOGA thrust and full back sidestick. Both the CA and I had TERR ON ND selected on our respective instrument panels. I did not observe any solid red or yellow areas on my ND; nor did I observe TERR or OBST AHEAD. The EGPWS Caution and Warning each sounded only the one time; and neither was heard again after initiating the maneuver. While subsequently initiating a level-off; I left TOGA thrust selected too long and allowed airspeed to reach approximately 280 KIAS. The aircraft was clean; so no configuration limits were exceeded; however I still exceeded the 250-KIAS limit below 10;000 MSL. The CA called out my excessive airspeed and I subsequently reduced thrust. The CA had already notified ATC that we were maneuvering in response to the EGPWS Warning. During the process; and while leveling at 6;000 ft. MSL (MSA for the approach); we regained VMC and subsequently coordinated vectors for a visual approach to Runway XXL. A normal approach and landing ensued. Following the EGPWS warning and escape maneuver; ATC advised the CA that the minimum vectoring altitude in our area at the time was 3;800 ft MSL. Based on the fact that we were level at the ATC-assigned altitude of 5;300 ft; above the minimum vectoring altitude; and did not observe any of the expected indications on the CA or FO NDs; I believe this was a false EGPWS warning. That said; in the process of responding to an EGPWS Warning; I allowed airspeed to drop out of my scan with TOGA thrust selected and consequently exceeded 250 KIAS below 10;000 ft MSL.Following the EGPWS warning and escape maneuver; ATC advised the CA that the minimum vectoring altitude in our area at the time was 3;800 feet MSL.  Based on the fact that we were level at the ATC-assigned altitude of 5;300 ft; above the minimum vectoring altitude; and did not observe any of the expected indications on the CA or FO NDs; I believe this was a false EGPWS warning.  That said; in the process of responding to an EGPWS Warning; I allowed airspeed to drop out of my scan with TOGA thrust selected and consequently exceeded 250 KIAS below 10'000 ft MSL.",,"We started our briefing before our descent into ZZZ...we went over the threats...which included a discussion about mountainous terrain; discussion about the engine out missed approach procedures; and displaying the terrain on our ND.The approach briefing included a briefing on the Minimum Safe Altitudes. Near the end of the STAR; we were initially given direct ZZZZZ; the FAF for XXL. Then we were given vectors to Runway XXL. We were given various step down altitudes by ATC. I don't remember all of them but we were given 6;500 ft. and then a descent to 5;300 ft.We were in Open Descent. We slowed ourselves for the descent and approach to approx. 220 KIAS. We were in a clean configuration. We were well ahead of the aircraft. Somewhere above 5;300 we entered IMC...full overcast layer. We had just leveled at 5;300 ft. when we got a single 'Caution Terrain'.I quickly checked the altimeter and we were level at 5;300 and all flight instruments showed normal for level flight. Almost as quickly we got a single 'Terrain Pull Up' We executed the EGPWS recovery maneuver. We set TOGA thrust and pitched up and started climbing. I notified ATC. During the procedure; ATC stated that the minimum altitude she could descend us to was 3;800 ft.??; I was too busy to remember.Immediately the EGPWS warning stopped (we only got one of each warning). Neither ND showed terrain or warning. All we got were the single two aural warnings. There were no other visual indications. We leveled at approximately 6;000. The EGPWS did not activate any more.We briefly exited out of the clouds around 6;000 and I could visually see ahead. Satisfied that we were clear of terrain I noticed that we had accelerated past 250KIAS...this was because of the recovery maneuver; the TOGA thrust setting; and leveling at 6;000. My focus was directed at climbing and altitude. Once we recognized our airspeed; we corrected our airspeed. Again we were in the clean configuration so no aircraft limitation was exceeded.During the re-vector back to ZZZ; I checked our altimeters with the ATIS; and they were set correctly. Once I was satisfied we were clear of terrain; ATC vectored us back for a visual approach to XXL and landed normally. I believe it was a FALSE EGPWS caution and warning...after the fact.",,"A319 flight crew reported receiving a possible false ground proximity caution and warning while at an altitude well above Minimum Vectoring Altitude.",
1715252,202001,1201-1800,DCA.Tower,DC,,,,,,,,,,,,Tower DCA,Air Carrier,Medium Transport; Low Wing; 2 Turbojet Eng,,2,Part 121,IFR,Passenger,,Final Approach,,Class B DCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower DCA,Air Carrier,Medium Transport; Low Wing; 2 Turbojet Eng,,2,Part 121,IFR,Passenger,,Takeoff / Launch,,Class B DCA,,,,,,,,,,,,,,,,,,,,,,,,Facility DCA.Tower,,Government,Local,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 4,,Situational Awareness; Distraction,,,1715252,,,,,,,,,,,,Conflict Ground Conflict; Critical; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter Weather / Turbulence,,,Person Air Traffic Control,In-flight,Air Traffic Control Issued New Clearance; Flight Crew Executed Go Around / Missed Approach,Human Factors; Weather,Human Factors,"I was working local control in a south operation. I had Aircraft Y holding in position on RWY19 with Aircraft X on final for RWY19. There was a small layer of clouds in between the buildings in Rosslyn and the Kennedy Center (our 2 mile final visual landmark). This small area of clouds did not prevent the aircraft from seeing the runway; and none of the previous aircraft on final disappeared from my view. During this operation; shortly after putting Aircraft Y in position; Aircraft X disappeared into the cloud just as they were passing the buildings over Rosslyn. I cleared Aircraft Y knowing that Aircraft X was somewhere between a two and three mile final. I could not tell exactly where Aircraft X was because they were behind a cloud that blocked my sight; but they were still showing outside of two miles on the radar. When I cleared Aircraft Y for takeoff; I said 'traffic is inside of a three mile final'. Shortly after takeoff roll; Aircraft X came out of the clouds and I saw they were inside of a two mile final. At that point I knew this may be an operation that I may not have runway separation minimums. I asked Aircraft X to square his last turn if able; to try to achieve the 6;000 ft and airborne. A few seconds after that I could tell this would not work and issued go-around instructions to Aircraft X on what I would estimate to be just inside of a half mile final. His instructions were to turn right to a heading of 250 and maintain 3;000 ft. He read back correctly; but did not turn and flew over top the runway while climbing. I then issued an instruction to turn right to a 270 heading to ensure separation from Aircraft Y departing.  Even after this; I observed Aircraft X continuing on runway heading. I then issued traffic and told him to turn immediately. After this; he finally started to turn. I would estimate that Aircraft X flew at least 2 miles after I issued the initial go-around heading before they started their turn.  I recommend that I could have issued a traffic alert and said to turn immediately earlier than I did. I also think that I could have held on to the departing aircraft longer and turned them eastbound to ensure diverging headings from the trailing go-around aircraft that was issued a westbound turn. In my experience; it is not the norm in a go-around for an aircraft to fly for so long after being issued a turn; to not turn. I am not a pilot myself; so I'm not sure what is considered a reasonable amount of time to 'clean up' the airplane while going around. Again; I from what I've experienced; this is not the norm. I would even consider this to potentially be a deviation.",,,,"DCA Tower Controller realized a plan was not going to work and sent an arrival around which came close to a departure.",
1715281,202001,1201-1800,TPA.Airport,FL,,3,0,,,,,,Daylight,,,Ground TPA; TRACON TPA; Tower TPA,Air Carrier,B737-700,,2,Part 121,IFR,Passenger,FMS Or FMC; GPS; Localizer/Glideslope/ILS 1L,Initial Approach; Final Approach; Landing,Direct,Class B TPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 346,,Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1715281,,,,,,,,,,,,Deviation / Discrepancy - Procedural Landing Without Clearance,,,Person Flight Crew,Taxi,General None Reported / Taken,Human Factors,Human Factors,"We flew a long pattern to Runway 1L arriving from the north and sequenced behind all other traffic. We were cleared for a visual approach well south of MacDill; already slowed to 210 kts. We intercepted the glide slope and flew an extremely smooth and uneventful approach. I remember thinking that it was awfully quiet; but not unusual since we were the last on approach. Mostly; I was glad to be done with a turbulent day and appreciative of the nice weather in Tampa. Only after clearing the runway did we recognize the error; as Ground Control had not been preset on Radio 1. We were cleared to taxi to our gate after a slight hesitation from Ground. Not as an excuse; but as a factor; Approach did not send us to Tower prior to landing.",,,,"B737 Captain reported landing without a clearance.",
1715335,202001,0001-0600,ATL.Airport,GA,,,50,,,IMC,,,,,,Tower ATL,Air Carrier,B737 Next Generation Undifferentiated,,2,Part 121,IFR,Passenger,,Landing,,Class B ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower ATL,Air Carrier,Airbus Industrie Undifferentiated or Other Model,,2,Part 121,IFR,,,Landing,,Class B ATL,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 182; Flight Crew Total 6628; Flight Crew Type 2628,,Situational Awareness,,,1715335,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; Captain,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,Flight Crew Last 90 Days 233; Flight Crew Type 655,,,,,1715344,Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Wake Vortex Encounter; Inflight Event / Encounter Unstabilized Approach,,,Person Flight Crew,In-flight,General None Reported / Taken,Procedure; Environment - Non Weather Related; Human Factors,Ambiguous,"Ceilings were sufficient for CAT I approach; but very close to minimums. On final; Approach and Tower issued wake turbulence advisory for heavy Airbus in front of us (6-7 miles) per TCAS. As First Officer Pilot Flying approach was stable (autopilot engaged). Approach light system was acquired just above minimums; and then runway/markings/lighting was acquired prior to 100 feet per FOM. I stated 'Continue' instead of 'landing' due to lights vs runway contrary to the FOM; creating a challenge from PM (CA) to confirm my intentions. Past the threshold (below 50 feet); the aircraft began to roll and was pushed slightly left of centerline due to wake turbulence. I rolled the aircraft back and attempted to correct back to centerline. I accepted a landing slightly left of centerline and the landing rollout was uneventful. After landing; ACARS data reflected a 5.0 degree bank on landing (maximum 7.5). In hindsight; a go-around would have been a better choice.",,"We were cautioned following heavy on ILS 8L. We saw we were 5 miles in trail. Per FOM since it was First Officer's leg we briefed the ILS CAT1 approach and back up CAT3. When we left [departure airport]; forecast was well above CAT 1. RVR was 2;000; so we briefed that just prior to FAF get final RVR and if need be switch to CAT 3 change mins from CAT 1 barometric to CAT 3 radio alt mins and Captain take control. Second auto pilot was turned on when approach clearance given.At about 50 feet; I observed the nose come up slightly and I thought First Officer was starting flare early although very small up nose. Then at about 30 feet; we got a roll input which the First Officer countered and we rolled in opposite direction and drifted well left of center line. As I was about to call go around; the First Officer stabilized the situation and we landed left of centerline. It was by no means a hard landing in vertical drop and roll was stable. However much to my surprise when we checked post report on roll it showed 5 degrees with wingtip contact at 7.5. I would never thought it was that close to wing contact.Post shut down debrief reveal the first error on my part was engaging second autopilot when a First Officer non autoland was planned. Looking up in FM second autopilot can be turned on NLT 800 feet. This should have been delayed until decision to change to CAT if needed prior to FAF. This caused aircraft to trim nose up and it was that nose up trim the First Officer was fighting when he turned autopilot off. Second now that I have a better 'picture' of what excessive roll looks like a go-around should have been called.I can say though had RVR dropped and it was an autoland the first rolling movement would definitely command a go-around as an auto and would not have been successful.",,"B737NG flight crew reported continuing to landing after an uncommanded nose up and roll was observed on short final.",
1715404,202001,1201-1800,BFI.Airport,US,,,,,,VMC,,,,,,TRACON S46; Tower BFI,,Medium Transport; Low Wing; 2 Turbojet Eng,,2,Part 135,IFR,,,Initial Approach,,Class B SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),,,Fatigue; Situational Awareness,,,1715404,,,,,,,,,,,,ATC Issue All Types; Deviation / Discrepancy - Procedural Landing Without Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Taxi,Air Traffic Control Issued New Clearance; Flight Crew Became Reoriented,Human Factors,Human Factors,"I landed without clearance. We landed on Approach Control frequency. While clearing runway I realized we were still on Approach Control frequency. I heard transmissions that sounded like what an Approach Controller would say - not Tower. I asked my partner 'were we cleared to land?' My partner quickly switched to Tower and we heard him clearing us to cross parallel runway and contact Ground. we acknowledged and complied. Tower Controller then said he tried to call us a couple of times. My partner told him that Approach Control never switched us over. The last thing I remember on approach was the Approach Controller issuing us traffic over the stadium; that was it. I do not recall ever being told to contact the Tower. We were also at the end of two very long days dealing with multiple issues and worn down. in this mental state I was not sharp enough to switch to Tower on my own past the marker without being prompted to do so by ATC. It was quiet and smooth. So many approaches and landings in the last four days - it is hard to keep track because they start running together being so automatic. We were fatigued towards the end of this flight. After listening to LIVEATC.com it sounds like we were forgotten about. The Tower asked us where we were parking close to a short final; queried us again; and then again and issued the taxi instructions. Which is when we switched over and heard them. It does not seem as though they were looking for us long. I take full responsibility for landing without a clearance. I always wondered how you could land without a clearance and now I know. Contributing factors were crew fatigue and lack of ATC Comm. Normally I would query ATC about switching to Tower; or just switch myself past the marker if they are busy; but due to fatigue I did not catch it and we continued. To help prevent this in the future I will monitor my fatigue level better.",,,,"Captain reported landing without clearance; citing fatigue as contributing.",
1715405,202001,1201-1800,ZZZ.Airport,US,,,,3000,,VMC,Rain; 1.75,,Daylight,,,TRACON ZZZ,Fractional,EMB-505 / Phenom 300,,2,Part 91,IFR,,,Initial Approach,Vectors,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Fractional,Captain; Pilot Not Flying,Flight Crew Instrument; Flight Crew Multiengine,,,Situational Awareness,,,1715405,,,,,,,,,,,,Deviation - Altitude Excursion From Assigned Altitude; Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,,,Automation Air Traffic Control; Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Became Reoriented,Human Factors; Weather,Human Factors,"Approaching ZZZ at about XA:55. ATIS indicated wind 190/3 light rain; vis 1+ 3/4 miles. At approximately 14 miles out I spotted the two runways and the airport was clearly visible. We were vectored to an intercept heading of about 190 degrees and cleared to 3;000 ft. to maintain until established; 'Cleared for the ILS XXL approach.' We descended to 2;000 ft. I reported the airport in sight twice and also mentioned that I picked it up visually 14 miles out. At approximately XA:57; ZZZ Approach called [us]; Low altitude alert; climb immediately to 2;900. I responded with something like; We are in the clear. His response was Climb now to 2;900; ZZZ is reported as IFR. Controller apologized for the confusion and essentially said the mistake was on 'our end.' I played back the recording and discovered that the mistake was indeed mine. We were issued 3;000 ft. not 2;000 ft. The biggest mistake I made was shifting my attention outside the airplane. I could clearly see the airport and the fact we were visually clear of all obstacles. The approach plate was reviewed and displayed in front of me. I was essentially operating visually despite the fact we were on an actual instrument approach. Procedurally incorrect. We were never in any danger.",,,,"EMB-505 flight crew received a low altitude alert from ATC while on an IFR clearance in VMC when the flight descended below the assigned altitude.",
